ETM route num,Start,Via,End,Bus Type,Start code,Via code,End code,Binding ID,TARA ID,Include,Type,Stages,Route type,Route code,Route No.,Routes to be added,265,ETM routes,Routes to be removed,,,
vsg17,SADA,MALEWAD,MALWAN,,SDA,MLWD,,#N/A,#N/A,Y,IS,40,,SDA-MLWD-,vsg17,,,,,,,
vsg18,VASCO,TITAN,HEDODE(TITN,,VSD,TTN,0,#N/A,#N/A,Y,O,35,,VSD-TTN-0,vsg18,,,,,,,
vsg19,HARBOUR,MAPUSA,DEVSU,,HRB,MPS,DVSU,0,14,Y,O,38,,HRB-MPS-DVSU,vsg19,,,,,,,
vsg2,VASCO,CORTALIM,PNJ(SHUTTLE,,VSD,CRT,PNJ,#N/A,#N/A,Y,S,2,S,S:VSD-CRT-PNJ,vsg2,,,,,,,
vsg20,VASCO,CRT/MARCEL,HEDODE,,VSD,CRT/MRCL,HDD,0,23,Y,O,34,,VSD-CRT/MRCL-HDD,vsg20,,,,,,,
vsg21,VASCO,CORTALIM,PANAJI,,VSD,CRT,PNJ,#N/A,#N/A,Y,O,16,,VSD-CRT-PNJ,vsg21,,,,,,,
vsg22,VASCO,CRT/THANA,MARGAO,,VSD,CRT/THNA,MRG,0,19,Y,O,16,,VSD-CRT/THNA-MRG,vsg22,,,,,,,
vsg23,VASCO,CRT/NUR/MRC,SONAL,,VSD,0,SNL,0,18,Y,O,35,,VSD-0-SNL,vsg23,,,,,,,
vsg24,PANAJI,MARCEL,SANKHALI,,PNJ,MRCL,SNK,0,45,Y,O,15,,PNJ-MRCL-SNK,vsg24,,,,,,,
vsg25,MARGAO,CANSAULIM,PANAJI,,MRG,CNSL,PNJ,#N/A,#N/A,Y,O,17,,MRG-CNSL-PNJ,vsg25,,,,,,,
vsg26,PANAJI,PORVORIM,MAPUSA,,PNJ,PRV,MPS,#N/A,#N/A,Y,O,10,,PNJ-PRV-MPS,vsg26,,,,,,,
vsg27,SADA,PONDA,FARMAGUDI,,SDA,PND,FMGD,#N/A,#N/A,Y,O,21,,SDA-PND-FMGD,vsg27,College Special,,,,,,
vsg28,VASCO,MAPUSA,CBT BELGAUM,,VSD,MPS,BGM CBT,#N/A,#N/A,Y,IS,26,,VSD-MPS-BGM CBT,vsg28,,,,,,,
vsg29,VASCO,LOUTLIM,PONDA,,VSD,LTL,PND,0,12,Y,O,19,,VSD-LTL-PND,vsg29,,,,,,,
vsg3,VASCO,BIRLA,MRG(SHUTTLE,,VSD,BRL,MRG,#N/A,#N/A,Y,S,2,S,S:VSD-BRL-MRG,vsg3,,,,,,,
vsg30,PANAJI,SIOLIM,HARMAL,,PNJ,SOL,HRML,0,176,Y,O,22,,PNJ-SOL-HRML,vsg30,,,,,,,
vsg31,HARBOUR,ZUARI NAGAR,MARGAO,,HRB,ZNGR,MRG,0,21,Y,O,25,,HRB-ZNGR-MRG,vsg31,,,,,,,
vsg32,HARBOUR,CORTALIM,UNIVERSITY,,HRB,CRT,GU,#N/A,#N/A,Y,O,17,,HRB-CRT-GU,vsg32,,,,,,,
vsg33,MARGAO,PND/MARCEL,BHARADE,,MRG,PND/MRCL,BHRD,#N/A,#N/A,Y,O,25,,MRG-PND/MRCL-BHRD,vsg33,,,,,,,
vsg34,VASCO,MARGAO,ASSOLDA,,VSD,MRG,ASLD,0,20,Y,O,29,,VSD-MRG-ASLD,vsg34,,,,,,,
vsg35,VASCO,SIOLIM,MANDREM,,VSD,SOL,MNDR,#N/A,#N/A,Y,O,30,,VSD-SOL-MNDR,vsg35,,,,,,,
vsg36,VASCO,PANJIM,SAWANTWADI,,VSD,PNJ,SWD,0,24,Y,IS,38,,VSD-PNJ-SWD,vsg36,,,,,,,
vsg37,PONDA,MARCEL,BHRADE,,PND,MRCL,BHRD,0,73,Y,O,18,,PND-MRCL-BHRD,vsg37,,,,,,,
vsg38,VASCO,PEDEM,BHUTWADI,,VSD,PDM,BHUT,#N/A,#N/A,Y,O,32,,VSD-PDM-BHUT,vsg38,,,,,,,
vsg39,SADA,PANJIM,VENGURLA,,SDA,PNJ,VNGL,#N/A,#N/A,Y,IS,42,,SDA-PNJ-VNGL,vsg39,,,,,,,
vsg4,VASCO,CORTALIM,MARGAOCITY,,VSD,CRT,MRG MKT,#N/A,#N/A,Y,O,17,,VSD-CRT-MRG MKT,vsg4,,,,,,,
vsg40,SADA,MALEWAD/VGL,KORJAI,,SDA,MLWD/VENG,KORJ,#N/A,#N/A,Y,IS,51,,SDA-MLWD/VENG-KORJ,vsg40,,,,,,,
vsg41,MARGAO,QUEPEM,ASSOLDA,,MRG,QPM,ASLD,#N/A,#N/A,Y,O,17,,MRG-QPM-ASLD,vsg41,,,,,,,
vsg42,SADA,SHIRODA,R/COLLEGE,,SDA,SRD,RCOL,#N/A,#N/A,Y,O,21,,SDA-SRD-RCOL,vsg42,College Special,,,,,,
vsg43,PANAJI,MRCL/SAKHLI,SONAL,,PNJ,MRCL/SNK,SNL,0,17,Y,O,24,,PNJ-MRCL/SNK-SNL,vsg43,,,,,,,
vsg44,PANAJI,PONDA,R. COLLEGE,,PNJ,PND,RCOL,#N/A,#N/A,Y,O,21,,PNJ-PND-RCOL,vsg44,,,,,,,
vsg45,VASCO,Z.NAGAR/MRG,HUBLI,,VSD,ZNGR/MRG,HBL,#N/A,#N/A,Y,IS,26,,VSD-ZNGR/MRG-HBL,vsg45,,,,,,,
vsg46,ASSOLDA,QUEPEM,BHUTNATH,,ASLD,QPM,BHTN,#N/A,#N/A,Y,O,2,,ASLD-QPM-BHTN,vsg46,Once a week,,,,,,
vsg47,VASCO,BELGAUM,RAICHUR,,VSD,BGM,RCHR,#N/A,#N/A,Y,IS,31,,VSD-BGM-RCHR,vsg47,,,,,,,
vsg48,VASCO,MARGAO,KARWAR,,VSD,MRG,KWR,#N/A,#N/A,Y,IS,39,,VSD-MRG-KWR,vsg48,,,,,,,
vsg49,MARGAO,PND/MARCEL,BICHOLIM,,MRG,PND/MRCL,BCH,#N/A,#N/A,Y,O,22,,MRG-PND/MRCL-BCH,vsg49,,,,,,,
vsg5,HARBOUR,LOUTLIM,PONDA,,HRB,LTL,PND,#N/A,#N/A,Y,O,21,,HRB-LTL-PND,vsg5,,,,,,,
vsg50,MARGAO,CORTALIM,PANJIM,,MRG,CRT,PNJ,#N/A,#N/A,Y,O,18,,MRG-CRT-PNJ,vsg50,,,,,,,
vsg51,VASCO,MRG/BIRLA,POLLEM,,VSD,MRG/BRL,PLM,0,6,Y,O,36,,VSD-MRG/BRL-PLM,vsg51,,,,,,,
vsg52,VASCO,BIRLA,CIPLA,,VSD,BRL,CPL,#N/A,#N/A,Y,O,14,,VSD-BRL-CPL,vsg52,,,,,,,
vsg53,PANAJI,CRT/THANA,KAMARK MOL,,PNJ,CRT/THNA,KMKML,#N/A,#N/A,Y,O,25,,PNJ-CRT/THNA-KMKML,vsg53,,,,,,,
vsg54,VASCO,PANAJI,MAPUSA,,VSD,PNJ,MPS,#N/A,#N/A,N,,25,,NOT INCLUDED,vsg54,,,,,,,
vsg55,PANJIM,ST.INEZ,ALTINOH,,PNJ,S.INZ,ALT,#N/A,#N/A,Y,O,4,,PNJ-S.INZ-ALT,vsg55,,,,,,,
vsg56,VASCO,CORTALIM,OLDGOA(SHUT,,VSD,CRT,0,#N/A,#N/A,N,NO,2,,NOT INCLUDED,vsg56,SEASONAL,,,,,,
vsg57,OLDGOA(SHUT,CORTALIM,MARGAO,,0,CRT,MRG,#N/A,#N/A,N,NO,2,,NOT INCLUDED,vsg57,SEASONAL,,,,,,
vsg58,OLDGOA(SHUT,BANASTARIM,PONDA(SHUT,,0,BNST,PND,#N/A,#N/A,N,NO,2,,NOT INCLUDED,vsg58,SEASONAL,,,,,,
vsg59,VASCO,CORTALIM,PNJ(SHUTTLE,,VSD,CRT,PNJ,#N/A,#N/A,Y,S,2,S,S:VSD-CRT-PNJ,vsg59,,,,,,,
vsg6,HARBOUR,NEURA,AKHADA,,HRB,NVR,AKD,0,11,Y,O,24,,HRB-NVR-AKD,vsg6,,,,,,,
vsg60,PANAJI,CORTALIM,VASCO,,PNJ,CRT,VSD,0,168,Y,O,16,,PNJ-CRT-VSD,vsg60,,,,,,,
vsg61,VASCO,MARCEL,BELGAVI,,VSD,MRCL,BGM,#N/A,#N/A,Y,IS,33,,VSD-MRCL-BGM,vsg61,,,,,,,
vsg62,VASCO,CORTALIM,PANAJI,,VSD,CRT,PNJ,#N/A,#N/A,Y,O,16,,VSD-CRT-PNJ,vsg62,,,,,,,
vsg63,DBL/AIRPORT,CORTALIM,PNJ/C-GUTE,,DBL APT,CRT,PNJ/CLG,#N/A,#N/A,Y,N.O.-seasonl,2,,DBL APT-CRT-PNJ/CLG,vsg63,,,,,,,
vsg64,CALGUTE/PNJ,PANJIM,DBL/AIRPORT,,CLG/PNJ,PNJ,DBL APT,0,167,Y,N.O.-seasonl,2,,CLG/PNJ-PNJ-DBL APT,vsg64,,,,,,,
vsg65,VASCO,PANAJI,AKKALKOT,,VSD,PNJ,AKLT,#N/A,#N/A,Y,IS,31,,VSD-PNJ-AKLT,vsg65,,,,,,,
vsg66,BELGAVI,MAUSA/PNJ,VASCO,,BGM,MPS/PNJ,VSD,#N/A,#N/A,Y,IS,4,,BGM-MPS/PNJ-VSD,vsg66,,,,,,,
vsg7,VASCO,MRG - PONDA,CBT BELGAUM,,VSD,0,BGM CBT,0,22,Y,IS,26,,VSD-0-BGM CBT,vsg7,,,,,,,
vsg8,SADA,MARGAO,HONNAWAR,,SDA,MRG,HNVR,#N/A,#N/A,Y,IS,26,,SDA-MRG-HNVR,vsg8,,,,,,,
vsg9,MAPUSA,PORVORIM,PANJIM CITY,,MPS,PRV,PNJ MKT,#N/A,#N/A,N,,10,,NOT INCLUDED,vsg9,,,,,,,
,,,,,,,,,,,,#N/A,#N/A,NOT INCLUDED,0,,,,,,,
,,,,,,,,,,,,,,NOT INCLUDED,0,,,,,,,
,,,,,,,,,,,,,,NOT INCLUDED,0,,,,,,,
,,,,,,,,,,,,,,NOT INCLUDED,0,,,,,,,
,,,,,,,,,,,,,,NOT INCLUDED,0,,,,,,,
,,,,,,,,,,,,,,NOT INCLUDED,0,,,,,,,
,,,,,,,,,,,,,,NOT INCLUDED,0,,,,,,,
,,,,,,,,,,,,,,NOT INCLUDED,0,,,,,,,
,,,,,,,,,,,,,,NOT INCLUDED,0,,,,,,,
,,,,,,,,,,,,,,NOT INCLUDED,0,,,,,,,
,,,,,,,,,,,,,,NOT INCLUDED,0,,,,,,,
,,,,,,,,,,,,,,NOT INCLUDED,0,,,,,,,
,,,,,,,,,,,,,,NOT INCLUDED,0,,,,,,,
,,,,,,,,,,,,,,NOT INCLUDED,0,,,,,,,
,,,,,,,,,,,,,,NOT INCLUDED,0,,,,,,,
,,,,,,,,,,,,,,NOT INCLUDED,0,,,,,,,
,,,,,,,,,,,,,,NOT INCLUDED,,,,,,,,
,,,,,,,,,,,,,,NOT INCLUDED,,,,,,,,
,,,,,,,,,,,,,,NOT INCLUDED,,,,,,,,
,,,,,,,,,,,,,,NOT INCLUDED,,,,,,,,
,,,,,,,,,,,,,,NOT INCLUDED,,,,,,,,
,,,,,,,,,,,,,,NOT INCLUDED,,,,,,,,
,,,,,,,,,,,,,,NOT INCLUDED,,,,,,,,
,,,,,,,,,,,,,,NOT INCLUDED,,,,,,,,
,,,,,,,,,,,,,,NOT INCLUDED,,,,,,,,
,,,,,,,,,,,,,,NOT INCLUDED,,,,,,,,
,,,,,,,,,,,,,,NOT INCLUDED,,,,,,,,
,,,,,,,,,,,,,,NOT INCLUDED,,,,,,,,
,,,,,,,,,,,,,,NOT INCLUDED,,,,,,,,
,,,,,,,,,,,,,,NOT INCLUDED,,,,,,,,
,,,,,,,,,,,,,,NOT INCLUDED,,,,,,,,
,,,,,,,,,,,,,,NOT INCLUDED,,,,,,,,
,,,,,,,,,,,,,,NOT INCLUDED,,,,,,,,
,,,,,,,,,,,,,,NOT INCLUDED,,,,,,,,
,,,,,,,,,,,,,,NOT INCLUDED,,,,,,,,
,,,,,,,,,,,,,,NOT INCLUDED,,,,,,,,
,,,,,,,,,,,,,,NOT INCLUDED,,,,,,,,
,,,,,,,,,,,,,,NOT INCLUDED,,,,,,,,
,,,,,,,,,,,,,,NOT INCLUDED,,,,,,,,
,,,,,,,,,,,,,,NOT INCLUDED,,,,,,,,
,,,,,,,,,,,,,,NOT INCLUDED,,,,,,,,
,,,,,,,,,,,,,,NOT INCLUDED,,,,,,,,
,,,,,,,,,,,,,,NOT INCLUDED,,,,,,,,
,,,,,,,,,,,,,,NOT INCLUDED,,,,,,,,
,,,,,,,,,,,,,,NOT INCLUDED,,,,,,,,
,,,,,,,,,,,,,,NOT INCLUDED,,,,,,,,
,,,,,,,,,,,,,,NOT INCLUDED,,,,,,,,
,,,,,,,,,,,,,,NOT INCLUDED,,,,,,,,
,,,,,,,,,,,,,,NOT INCLUDED,,,,,,,,
,,,,,,,,,,,,,,NOT INCLUDED,,,,,,,,
,,,,,,,,,,,,,,NOT INCLUDED,,,,,,,,
,,,,,,,,,,,,,,NOT INCLUDED,,,,,,,,
,,,,,,,,,,,,,,NOT INCLUDED,,,,,,,,
,,,,,,,,,,,,,,NOT INCLUDED,,,,,,,,
,,,,,,,,,,,,,,NOT INCLUDED,,,,,,,,
,,,,,,,,,,,,,,NOT INCLUDED,,,,,,,,
,,,,,,,,,,,,,,NOT INCLUDED,,,,,,,,
,,,,,,,,,,,,,,NOT INCLUDED,,,,,,,,
,,,,,,,,,,,,,,NOT INCLUDED,,,,,,,,
,,,,,,,,,,,,,,NOT INCLUDED,,,,,,,,
,,,,,,,,,,,,,,NOT INCLUDED,,,,,,,,
,,,,,,,,,,,,,,NOT INCLUDED,,,,,,,,
,,,,,,,,,,,,,,NOT INCLUDED,,,,,,,,
,,,,,,,,,,,,,,NOT INCLUDED,,,,,,,,
,,,,,,,,,,,,,,NOT INCLUDED,,,,,,,,
,,,,,,,,,,,,,,NOT INCLUDED,,,,,,,,
,,,,,,,,,,,,,,NOT INCLUDED,,,,,,,,
,,,,,,,,,,,,,,NOT INCLUDED,,,,,,,,
,,,,,,,,,,,,,,NOT INCLUDED,,,,,,,,
,,,,,,,,,,,,,,NOT INCLUDED,,,,,,,,
,,,,,,,,,,,,,,NOT INCLUDED,,,,,,,,
,,,,,,,,,,,,,,NOT INCLUDED,,,,,,,,
,,,,,,,,,,,,,,NOT INCLUDED,,,,,,,,
,,,,,,,,,,,,,,NOT INCLUDED,,,,,,,,
,,,,,,,,,,,,,,NOT INCLUDED,,,,,,,,
,,,,,,,,,,,,,,NOT INCLUDED,,,,,,,,
,,,,,,,,,,,,,,NOT INCLUDED,,,,,,,,
,,,,,,,,,,,,,,NOT INCLUDED,,,,,,,,
,,,,,,,,,,,,,,NOT INCLUDED,,,,,,,,
,,,,,,,,,,,,,,NOT INCLUDED,,,,,,,,
