route_id,route_name,internal_route_cd,start_stop_name,end_stop_name,direction,departure_time,arrival_time
2,2,"pnj20,prv57","Panaji KTC Bus Stand","Margao KTC Bus Stand",return,16:30:00,17:30:00
2,2,"pnj20,prv57","Panaji KTC Bus Stand","Margao KTC Bus Stand",return,16:35:00,17:35:00
2,2,"pnj20,prv57","Panaji KTC Bus Stand","Margao KTC Bus Stand",return,16:40:00,17:40:00
2,2,"pnj20,prv57","Panaji KTC Bus Stand","Margao KTC Bus Stand",return,16:50:00,17:50:00
2,2,"pnj20,prv57","Panaji KTC Bus Stand","Margao KTC Bus Stand",return,16:55:00,17:55:00
2,2,"pnj20,prv57","Panaji KTC Bus Stand","Margao KTC Bus Stand",return,17:00:00,18:00:00
2,2,"pnj20,prv57","Panaji KTC Bus Stand","Margao KTC Bus Stand",return,17:05:00,18:05:00
2,2,"pnj20,prv57","Panaji KTC Bus Stand","Margao KTC Bus Stand",return,17:10:00,18:10:00
2,2,"pnj20,prv57","Panaji KTC Bus Stand","Margao KTC Bus Stand",return,17:20:00,18:20:00
2,2,"pnj20,prv57","Panaji KTC Bus Stand","Margao KTC Bus Stand",return,17:30:00,18:30:00
2,2,"pnj20,prv57","Panaji KTC Bus Stand","Margao KTC Bus Stand",return,17:40:00,18:40:00
2,2,"pnj20,prv57","Panaji KTC Bus Stand","Margao KTC Bus Stand",return,17:45:00,18:45:00
2,2,"pnj20,prv57","Panaji KTC Bus Stand","Margao KTC Bus Stand",return,17:50:00,18:50:00
2,2,"pnj20,prv57","Panaji KTC Bus Stand","Margao KTC Bus Stand",return,18:00:00,19:00:00
2,2,"pnj20,prv57","Panaji KTC Bus Stand","Margao KTC Bus Stand",return,18:10:00,19:10:00
2,2,"pnj20,prv57","Panaji KTC Bus Stand","Margao KTC Bus Stand",return,18:20:00,19:20:00
2,2,"pnj20,prv57","Panaji KTC Bus Stand","Margao KTC Bus Stand",return,18:30:00,19:30:00
2,2,"pnj20,prv57","Panaji KTC Bus Stand","Margao KTC Bus Stand",return,18:40:00,19:40:00
2,2,"pnj20,prv57","Panaji KTC Bus Stand","Margao KTC Bus Stand",return,18:45:00,19:45:00
2,2,"pnj20,prv57","Panaji KTC Bus Stand","Margao KTC Bus Stand",return,18:50:00,19:50:00
2,2,"pnj20,prv57","Panaji KTC Bus Stand","Margao KTC Bus Stand",return,19:00:00,20:00:00
2,2,"pnj20,prv57","Panaji KTC Bus Stand","Margao KTC Bus Stand",return,19:10:00,20:10:00
2,2,"pnj20,prv57","Panaji KTC Bus Stand","Margao KTC Bus Stand",return,19:15:00,20:15:00
2,2,"pnj20,prv57","Panaji KTC Bus Stand","Margao KTC Bus Stand",return,19:20:00,20:20:00
2,2,"pnj20,prv57","Panaji KTC Bus Stand","Margao KTC Bus Stand",return,19:30:00,20:30:00
2,2,"pnj20,prv57","Panaji KTC Bus Stand","Margao KTC Bus Stand",return,19:35:00,20:35:00
2,2,"pnj20,prv57","Panaji KTC Bus Stand","Margao KTC Bus Stand",return,19:40:00,20:40:00
2,2,"pnj20,prv57","Panaji KTC Bus Stand","Margao KTC Bus Stand",return,19:50:00,20:50:00
2,2,"pnj20,prv57","Panaji KTC Bus Stand","Margao KTC Bus Stand",return,19:55:00,20:55:00
2,2,"pnj20,prv57","Panaji KTC Bus Stand","Margao KTC Bus Stand",return,20:00:00,21:00:00
2,2,"pnj20,prv57","Panaji KTC Bus Stand","Margao KTC Bus Stand",return,20:10:00,21:10:00
2,2,"pnj20,prv57","Panaji KTC Bus Stand","Margao KTC Bus Stand",return,20:20:00,21:20:00
2,2,"pnj20,prv57","Panaji KTC Bus Stand","Margao KTC Bus Stand",return,20:30:00,21:30:00
2,2,"pnj20,prv57","Panaji KTC Bus Stand","Margao KTC Bus Stand",return,21:00:00,22:00:00
2,2,"pnj20,prv57","Panaji KTC Bus Stand","Margao KTC Bus Stand",return,21:30:00,22:30:00
2,2,"pnj20,prv57","Panaji KTC Bus Stand","Margao KTC Bus Stand",return,22:00:00,23:00:00
3,3,"pnj55","Panaji KTC Bus Stand","Vasco Market",onward,06:30:00,07:27:00
3,3,"pnj55","Panaji KTC Bus Stand","Vasco Market",onward,06:45:00,07:42:00
3,3,"pnj55","Panaji KTC Bus Stand","Vasco Market",onward,07:00:00,07:57:00
3,3,"pnj55","Panaji KTC Bus Stand","Vasco Market",onward,07:15:00,08:12:00
3,3,"pnj55","Panaji KTC Bus Stand","Vasco Market",onward,07:40:00,08:37:00
3,3,"pnj55","Panaji KTC Bus Stand","Vasco Market",onward,08:15:00,09:12:00
3,3,"pnj55","Panaji KTC Bus Stand","Vasco Market",onward,08:25:00,09:22:00
3,3,"pnj55","Panaji KTC Bus Stand","Vasco Market",onward,08:30:00,09:27:00
3,3,"pnj55","Panaji KTC Bus Stand","Vasco Market",onward,18:05:00,19:02:00
3,3,"pnj55","Panaji KTC Bus Stand","Vasco Market",onward,18:25:00,19:22:00
3,3,"pnj55","Panaji KTC Bus Stand","Vasco Market",onward,18:35:00,19:32:00
3,3,"pnj55","Panaji KTC Bus Stand","Vasco Market",onward,18:45:00,19:42:00
3,3,"pnj55","Panaji KTC Bus Stand","Vasco Market",onward,19:00:00,19:57:00
3,3,"pnj55","Panaji KTC Bus Stand","Vasco Market",onward,19:15:00,20:12:00
3,3,"pnj55","Panaji KTC Bus Stand","Vasco Market",onward,19:30:00,20:27:00
3,3,"pnj55","Panaji KTC Bus Stand","Vasco Market",onward,19:45:00,20:42:00
3,3,"pnj55","Panaji KTC Bus Stand","Vasco Market",onward,20:00:00,20:57:00
3,3,"pnj55","Panaji KTC Bus Stand","Vasco Market",onward,20:15:00,21:12:00
