ROUTE_NO	ROUTE_NAME	FROM_STOP_CD	TILL_STOP_CD
51378	BORAPADALE to BUWACHE WATHAR via KODOLI	BOASAK	BWHHK
51379	LATUR to MURUD via MURUD AKOLA	LTR	MRD
51380	MURUD to LATUR via MURUD AKOLA	MRD	LTR
51387	AMALNER to NARANE VILLAGE via KHAUSHI	AMN	NRNDJ
51388	NARANE VILLAGE to AMALNER via KHAUSHI	NRNDJ	AMN
51389	BRAMHNAL to NANDARE	BRMTSS	NARE
51390	NANDARE to BRAMHNAL	NARE	BRMTSS
51391	RATALE to PAROLA	RTLE	PROL
51395	JAMNER to NANDRA via NERI BRIDGE	JMN	NNRAJJ
51396	NANDRA to JAMNER via NERI BRIDGE	NNRAJJ	JMN
51397	WARWADI BK to PANDHARPUR via BHOR	WRAABP	PPR
51399	PANDHARPUR to WARWADI BK via BHOR	PPR	WRAABP
51403	RAVALA to JAMNER via JALANDRI	RVLA	JMN
51404	GEORAI to PARALI via TELGAON	GVI	PRLI
51405	PARALI to GEORAI via TELGAON	PRLI	GVI
51406	JAMNER to TONDAPUR via WAKDI	JMN	TNDPR
51407	TONDAPUR to JAMNER via WAKDI	TNDPR	JMN
51408	SASWAD to PANDHARPUR	SSWD	PPR
51409	PANDHARPUR to SASWAD	PPR	SSWD
51410	NANDED to GONDIA	NND	GND
51411	NAGPUR to AMBAJOGAI via PUSAD	NGPCBS	ABJ
51412	AMBAJOGAI to NAGPUR via PUSAD	ABJ	NGPCBS
51413	GEORAI to SIRASMARG via MADALMOHI	GVI	SRSAGGB
51414	SIRASMARG to GEORAI via MADALMOHI	SRSAGGB	GVI
51417	BORAPADALE to KOLHAPUR via WATHAR	BOASAK	KLPCBS
51418	CHINCHOLI to JAMNER	CICOJJ	JMN
51421	UPPALKHEDA to PACHORA	UPLDA	PCH
51422	CHANDGAD to BARSHI via SANGLI	CHD	BRS
51423	AMALNER to PACHORA	AMN	PCH
51426	JALGAON to PACHORA via KURHAD	JLG	PCH
51427	BARSHI to CHANDGAD via SANGLI	BRS	CHD
51428	SATGAON to PACHORA	SATON	PCH
51429	PAROLA to PACHORA via TANDA	PROL	PCH
51431	DHULGAON to SANGLI via RASULWADI	DHLMRS	SGL
51432	AHMADPUR to KANDHAR via LOHA	APR	KNDR
51433	JAMNER to MALPIMPRI	JMN	MMRI
51434	MALPIMPRI to JAMNER	MMRI	JMN
51435	JAMNER to SAVALADBARA	JMN	SVAB
51436	JAMNER to MOYKHEDA	JMN	MYHDJJ
51437	MOYKHEDA to JAMNER	MYHDJJ	JMN
51438	JAMNER to SONARI	JMN	SNRJJML
51439	SONARI to JAMNER	SNRJJML	JMN
51440	JAMNER to TALEGAON	JMN	TLGOJJ
51441	TALEGAON to JAMNER	TLGOJJ	JMN
51444	BODWAD to AURANGABAD	BODWD	AWBCBS
51445	JAMNER to NERI	JMN	NERI
51446	NERI to JAMNER	NERI	JMN
51447	TASGAON to KAVTHEMAHANKAL via SAWLAJ	TSGN	KMHL
51449	UDGIR to PANDHARPUR via UJNI	UDG	PPR
51450	PANDHARPUR to UDGIR via UJNI	PPR	UDG
51453	SHIRALA to AREWADI via MIRAJ	SHRL	ARWDI
51454	AREWADI to SHIRALA via MIRAJ	ARWDI	SHRL
51455	CHALISGAON to AMRAVATI	CHL	AMT
51456	AMRAVATI to CHALISGAON	AMT	CHL
51459	PACHORA to NASIK CBS	PCH	NSKCBS
51461	BRAMHANSHEVAGA to CHALISGAON via MALSHEVAGA	BAHNCJ	CHL
51462	DHULE to AURANGABAD	DHL	AWBCBS
51463	AURANGABAD to DHULE	AWBCBS	DHL
51464	GANGASHRAM to CHALISGAON via ROHINI	GSRM	CHL
51466	AKKALKOT to CHALISGAON	AKKT	CHL
51467	CHALISGAON to AKKALKOT	CHL	AKKT
51468	CHALISGAON to SAYGAVHAN via LONJA	CHL	SYAHKA
51469	LATUR to PANDHARPUR via SOLAPUR	LTR	PPR
51470	SAYGAVHAN to CHALISGAON via LONJA	SYAHKA	CHL
51471	PANDHARPUR to LATUR via SOLAPUR	PPR	LTR
51472	SHIRALA to ADMAPUR via ISLAMPUR	SHRL	AMPBK
51475	KALAMNOORI to SUKALI	KLMNR	SKLIKHN
51476	SUKALI to KALAMNOORI	SKLIKHN	KLMNR
51478	KHERDE TANDA to CHALISGAON via BANGAON	KEDCJAL	CHL
51479	ADMAPUR to SHIRALA via ISLAMPUR	AMPBK	SHRL
51480	SHRIRAMPUR to CHALISGAON	SMPR	CHL
51481	CHALISGAON to SANGAMNER	CHL	SMR
51482	SANGAMNER to CHALISGAON	SMR	CHL
51483	AHMEDNAGAR MALIWADA to WARAN WADI via POKHARI	ANGRMWD	WRNWDAI
51484	WARAN WADI to AHMEDNAGAR MALIWADA via POKHARI	WRNWDAI	ANGRMWD
51486	BALAGAHAT to GONDIA	BGGAT	GND
51488	PARNER to VISAPUR via MHASANA FATA	PRNR	VSPRA
51489	VISAPUR to PARNER via MHASANA FATA	VSPRA	PRNR
51490	PARNER to SIDHESWAR WADI	PRNR	SDSWRWD
51491	SIDHESWAR WADI to PARNER	SDSWRWD	PRNR
51492	PARNER to KOLGAON	PRNR	KLAOSA
51493	KOLGAON to PARNER	KLAOSA	PRNR
51494	CHALISGAON to NAGAD	CHL	NGD
51495	NAGAD to CHALISGAON	NGD	CHL
51496	PARNER to MUMBAI CENTRAL via BORI	PRNR	MCT
51497	PARNER to MUMBAI CENTRAL via NIGHOJ	PRNR	MCT
51498	CHALISGAON to SHINDI	CHL	SIDCJ
51499	SHINDI to CHALISGAON	SIDCJ	CHL
51502	PARNER to PAREL via ALKUTI	PRNR	PRL
51505	CHALISGAON to BELDARWADI	CHL	BLDAAA
51506	BELDARWADI to CHALISGAON	BLDAAA	CHL
51511	CHALISGAON to BORALE via DESHMUKHWADI	CHL	BRLNN
51512	BORALE to CHALISGAON via DESHMUKHWADI	BRLNN	CHL
51513	PAROLA to CHALISGAON via RATALE	PROL	CHL
51516	CHALISGAON to VEHALGAON via DESHMUKHWADI	CHL	VHLACJ
51517	VEHALGAON to CHALISGAON via DESHMUKHWADI	VHLACJ	CHL
51518	SANGAMNER to TAHAKARI	SMR	TAARI
51519	TAHAKARI to SANGAMNER	TAARI	SMR
51520	HIVARGAON to SANGAMNER via CHIKNNI	HVRAN	SMR
51521	DADH to SANGAMNER	DDSAR	SMR
51523	PICHRDE to CHALISGAON	PCRECJ	CHL
51524	KOKRUD to BAMBAVADE	KKRD	BAMDE
51525	BAMBAVADE to KOKRUD	BAMDE	KKRD
51526	CHALISGAON to PAROLA via KAJGAON	CHL	PROL
51527	PAROLA to CHALISGAON via KAJGAON	PROL	CHL
51528	SHIRDI to MALEGAON	SRDI	MLG
51529	MALEGAON to SHIRDI	MLG	SRDI
51534	NIPANE to PACHORA	NPNPJ	PCH
51536	RATNAGIRI to POPHALI TAMBE CANTEEN	RTN	POPM
51537	NAGAD to PACHORA	NGD	PCH
51538	KASAMPURA to PACHORA	KSMUPJ	PCH
51540	YAVATMAL to PIMPALKHUTI via PIMPALGAON	YTL	PMPKLYV
51543	UTRAN to BHADGAON	URNBJ	BDGN
51546	KALAMB to PIMPALKHUTI via AMALA	KLMYTL	PMPKLYV
51547	KOLGAON to PACHORA	KLANBJ	PCH
51548	HANUMAN KHEDA to PACHORA	HNMNSA	PCH
51549	PIMPALKHUTI to KALAMB via PIMPALGAON	PMPKLYV	KLMYTL
51551	KALAMB to BABHULGAON via NARASAPUR	KLMYTL	BBLGN
51552	BABHULGAON to KALAMB via NARASAPUR	BBLGN	KLMYTL
51553	HANUMAN KHEDA to PACHORA via GONDEGAON	HNMNSA	PCH
51557	NAGAD to BHADGAON	NGD	BDGN
51559	BORNAR to BHADGAON	BRABJ	BDGN
51560	HIWARA DARANE to YAVATMAL via ICHORA FATA	HWAKLYV	YTL
51562	KALAMSARA to PACHORA	KAARA	PCH
51563	MOHADI to PACHORA	MHDPJCL	PCH
51564	PAHUR to PACHORA	PHR	PCH
51565	BAMBRUD to PACHORA	BMBRD	PCH
51566	NALBANDI TANDA to BHADGAON	NLTN	BDGN
51567	KAJAGAON to PACHORA	KJGOBJ	PCH
51568	UDGIR to ATTARGA via YENAKI	UDG	ATRGDL
51569	ATTARGA to UDGIR via YENAKI	ATRGDL	UDG
51570	YAVATMAL to GHATANJI via MURLI	YTL	GTNJ
51571	ATALGAVAN to PACHORA	AAGVPJ	PCH
51572	CHALISGAON to DAREGAON via TIRPOLE	CHL	DRGOCJ
51573	DAREGAON to CHALISGAON via TIRPOLE	DRGOCJ	CHL
51574	SHIRDI to NAGARSUL	SRDI	NGRSL
51575	NAGARSUL to SHIRDI	NGRSL	SRDI
51577	NANDURBAR to PACHORA	NBR	PCH
51578	PAIT to PANDHARPUR	PAAT	PPR
51580	WADA to PANDHARPUR	WDAKP	PPR
51581	CHALISGAON to KAKALANE via DONDIGAR	CHL	KKLNCJ
51582	KAKALANE to CHALISGAON via DONDIGAR	KKLNCJ	CHL
51583	SHINOLI to PANDHARPUR	SOL	PPR
51585	PACHORA to PIMPRI CHINCHVAD	PCH	PMCD
51586	PIMPRI CHINCHVAD to PACHORA	PMCD	PCH
51587	PACHORA to SHIRDI	PCH	SRDI
51589	CHIPLUN to TAMHAN MALA DEWUL WADI	CPN	THANCIR
51590	WASHERE to PANDHARPUR	WSHRE	PPR
51591	SABURDI to PANDHARPUR	SBRDI	PPR
51592	CHALISGAON to MALGAON	CHL	MALGN
51593	MALGAON to CHALISGAON	MALGN	CHL
51594	PANDHARPUR to WADA	PPR	WDAKP
51595	PANDHARPUR to SHINOLI	PPR	SOL
51596	PANDHARPUR to PAIT	PPR	PAAT
51597	PANDHARPUR to SABURDI	PPR	SBRDI
51598	PANDHARPUR to WASHERE	PPR	WSHRE
51599	CHALISGAON to POHARA	CHL	POHARACJL
51600	POHARA to CHALISGAON	POHARACJL	CHL
51601	CHALISGAON to JUWARDI	CHL	JWRDI
51602	JUWARDI to CHALISGAON	JWRDI	CHL
51603	CHIPLUN to KOND PHANSAVANE via ALORE	CPN	KNPN
51604	CHIPLUN to TIWARE via KADWAD	CPN	TWRE
51605	DEONI to UDGIR	DVN	UDG
51606	TIWARE to CHIPLUN	TWRE	CPN
51607	UDGIR to BOLEGAON via YENKE	UDG	BLGADL
51608	BOLEGAON to UDGIR via YENKE	BLGADL	UDG
51614	AUSA to AURANGABAD	AUSA	AWBCBS
51615	CHIPLUN to TIWARE	CPN	TWRE
51616	TIWARE to CHIPLUN via KADWAD	TWRE	CPN
51617	CHOPADA to HATED SMALL via WELE	CPD	HTDSCJ
51618	HATED SMALL to CHOPADA via WELE	HTDSCJ	CPD
51620	PREPARATORY SCHOOL to NASIK II	PTRYSC	NSKII
51622	CHOPADA to HATED SMALL via KAJIPURA	CPD	HTDSCJ
51623	HATED SMALL to CHOPADA via KAJIPURA	HTDSCJ	CPD
51624	PANDHARPUR to GAGANBAWDA	PPR	GBD
51625	VIJAY NAGAR to NASIK II via MAHAMARG	VJNG	NSKII
51626	NASIK II to VIJAY NAGAR via MAHAMARG	NSKII	VJNG
51629	DHRUV NAGAR to NASIK II via CIVIL HOSPITAL	DRVNA	NSKII
51630	NASIK II to DHRUV NAGAR via CIVIL HOSPITAL	NSKII	DRVNA
51631	AMBAJOGAI to PANDHARPUR	ABJ	PPR
51632	PANDHARPUR to AMBAJOGAI	PPR	ABJ
51635	AKKALKOT MANDIR to GUHAGAR	AKLAK	GHR
51638	DHRUV NAGAR to NASIK II via OLD CANADA HOSPITAL	DRVNA	NSKII
51641	BHADGAON to BATSAR	BDGN	BTSR
51643	PATODA to PANDHARPUR	PTDA	PPR
51644	PANDHARPUR to PATODA	PPR	PTDA
51645	BHADGAON to KOLGAON	BDGN	KLANBJ
51646	KOLGAON to BHADGAON	KLANBJ	BDGN
51648	BATSAR to PACHORA	BTSR	PCH
51650	VAIJAPUR to PANDHARPUR	VJP	PPR
51653	PANDHARPUR to VAIJAPUR	PPR	VJP
51654	GAGANBAWDA to PANDHARPUR	GBD	PPR
51655	RAMTEK to MAUDA via ADEGAON	RTK	MDA
51656	MAUDA to RAMTEK via ADEGAON	MDA	RTK
51658	BHADGAON to PAROLA via WALWADI	BDGN	PROL
51659	PAROLA to BHADGAON via WALWADI	PROL	BDGN
51660	AURANGABAD to PANDHARPUR via AHMEDNAGAR MALIWADA	AWBCBS	PPR
51661	PANDHARPUR to AURANGABAD via AHMEDNAGAR MALIWADA	PPR	AWBCBS
51662	PACHORA to WARTHAN via GONDEGAON	PCH	WRTHN
51663	WARTHAN to PACHORA via GONDEGAON	WRTHN	PCH
51666	GONDI KHURD to GEORAI	GNIHGB	GVI
51669	SANGLI to PANDHARPUR	SGL	PPR
51671	CHINCHOLE VILLAGE I to NASIK II via NASIK SATPUR	CICOENSK	NSKII
51672	JAWHAR to PANDHARPUR via KALYAN	JWR	PPR
51675	PAITHAN to PANDHARPUR via AHMEDNAGAR MALIWADA	PTHN	PPR
51676	PANDHARPUR to PAITHAN via AHMEDNAGAR MALIWADA	PPR	PTHN
51677	PANDHARPUR to MALKAPUR	PPR	MLKKLP
51678	PACHORA to PALASHI NEW VILLAGE via BANOTY	PCH	PLSISA
51679	PALASHI NEW VILLAGE to PACHORA via BANOTY	PLSISA	PCH
51680	PANDHARPUR to SANGLI	PPR	SGL
51681	SHIVAJI NAGAR PUNE to PAITHAN via TISGAON	SNGR	PTHN
51682	PAITHAN to SHIVAJI NAGAR PUNE via TISGAON	PTHN	SNGR
51683	GIRANA RIVER to DHULE	GRNARNN	DHL
51685	PACHORA to VARSADE	PCH	VRSDE
51686	VARSADE to PACHORA	VRSDE	PCH
51688	MALKAPUR to PANDHARPUR	MLKKLP	PPR
51690	PANVEL to SWARGATE, PUNE	PNL	SWR
51691	WARORA to WADGAON via CHAND KHEDA	WRR	WDANWC
51692	GEORAI to RAHERI	GVI	RHRIBD
51693	WADGAON to WARORA via CHAND KHEDA	WDANWC	WRR
51694	RAHERI to GEORAI	RHRIBD	GVI
51695	WAI to KARAD	WAI	KRD
51696	LONAVALA to DADAR EAST	LNVL	DDRE
51697	KARAD to WAI	KRD	WAI
51702	AURANGABAD to PANDHARPUR via BEED	AWBCBS	PPR
51703	PANDHARPUR to AURANGABAD via BEED	PPR	AWBCBS
51704	KANNAD to PANDHARPUR	KND	PPR
51705	PANDHARPUR to KANNAD	PPR	KND
51709	WARORA to HIWARA via MADHELI	WRR	HWRA
51710	HIWARA to WARORA via MADHELI	HWRA	WRR
51718	NIPANE to NAGARDEOLA	NPNE	NGREPJ
51721	WARORA to PAONI via MADHELI	WRR	POIWC
51722	PAONI to WARORA via MADHELI	POIWC	WRR
51723	PANDHARPUR to IGATPURI	PPR	IGT
51726	BADARKHE to NAGARDEOLA	BDRHBJ	NGREPJ
51728	UTRAN to PACHORA via GIRAD	UTRN	PCH
51729	BORKHEDA to CHALISGAON via NHAVE	BORDA	CHL
51730	PANDHARPUR to YEOLA	PPR	YLA
51733	PANDHARPUR to NANDGAON	PPR	NNG
51734	PANDHARPUR to SINNAR	PPR	SNNR
51735	PANDHARPUR to SATANA	PPR	STNA
51736	PANDHARPUR to LASALGAON via YEOLA	PPR	LGN
51737	PANDHARPUR to KALWAN	PPR	KWN
51742	WATHAR to KHOCHI via BUWACHE WATHAR	WTR	KHCHI
51744	PACHORA to PAROLA via DHORTRE VILLAGE	PCH	PROL
51745	PAROLA to PACHORA via DHORTRE VILLAGE	PROL	PCH
51749	PACHORA to TAMSWADI DAM	PCH	TMWDPJ
51750	TAMSWADI DAM to PACHORA	TMWDPJ	PCH
51751	KURDUWADI to ROPALE	KWD	RPLOMS
51753	WARORA to HIWARA via TUMGAON	WRR	HWRA
51754	HIWARA to WARORA via TUMGAON	HWRA	WRR
51755	ROPALE to KURDUWADI	RPLOMS	KWD
51756	BHADGAON to PAROLA via AMADDA	BDGN	PROL
51757	PAROLA to BHADGAON via AMADDA	PROL	BDGN
51758	MHADA to NASIK II	MHDA	NSKII
51759	NASIK II to MHADA	NSKII	MHDA
51761	TIRODA to BHANDARA via KOKA	TRR	BHN
51762	OTUR to PANDHARPUR	OTR	PPR
51766	PANDHARPUR to OTUR	PPR	OTR
51767	DR. BABASAHEB AMBEDKAR NAGAR to NASIK II	DBBSNSK	NSKII
51768	NASIK II to DR. BABASAHEB AMBEDKAR NAGAR	NSKII	DBBSNSK
51769	ANJANVEL to GUHAGAR	ANJA	GHR
51770	GUHAGAR to ANJANVEL	GHR	ANJA
51771	ASHOK NAGAR to NASIK II via CIVIL HOSPITAL	AHOKNG	NSKII
51772	NASIK II to ASHOK NAGAR via CIVIL HOSPITAL	NSKII	AHOKNG
51773	SATARA to WAI via SHIVATHAR	STR	WAI
51776	KHANAPUR to TASGAON via RAM BAG	KNPR	TSGN
51778	BHADGAON to AMALNER	BDGN	AMN
51779	AMALNER to BHADGAON	AMN	BDGN
51791	WADE to BHADGAON	WADEBJL	BDGN
51795	PACHORA to BALAD	PCH	BALAD
51796	BALAD to PACHORA	BALAD	PCH
51797	CHALISGAON to DONPIMPRI	CHL	DNPMPRI
51798	DONPIMPRI to CHALISGAON	DNPMPRI	CHL
51799	NAGARDEOLA to NAGARDEOLA RLY. STN.	NGREPJ	NGREL
51801	PETH VADGAON to KODOLI via NAVE CHAVARE	PTVHKL	KDLI
51804	YAVATMAL to PANDHARPUR via PARBHANI	YTL	PPR
51805	PANDHARPUR to YAVATMAL via PARBHANI	PPR	YTL
51807	DHULE to ADVADHAN	DHL	ADHN
51808	ADVADHAN to DHULE	ADHN	DHL
51809	DHULE to SAKRI	DHL	SKR
51812	MAHALUNGE to PANDHARPUR	MHLAAP	PPR
51813	DHULE to NER	DHL	NERDDU
51814	NER to DHULE	NERDDU	DHL
51816	PACHORA to DHULE via TAMSWADI	PCH	DHL
51817	AURANGABAD to SHAHADA	AWBCBS	SHHD
51818	SHAHADA to AURANGABAD	SHHD	AWBCBS
51822	MAHINDALE to BHADGAON	MAILE	BDGN
51823	CHALISGAON to GANESHPUR	CHL	GNSPCJ
51824	GANESHPUR to CHALISGAON	GNSPCJ	CHL
51827	DHULE to BAHADARPUR	DHL	BHDAPDD
51828	BAHADARPUR to DHULE	BHDAPDD	DHL
51830	BURHANPUR to DHULE via JALGAON	BUAUR	DHL
51831	CHALISGAON to NALBANDI VILLAGE via KHEDGAON	CHL	NLADBJAL
51832	NALBANDI VILLAGE to CHALISGAON via KHEDGAON	NLADBJAL	CHL
51839	CHALISGAON to SAYGAON via PILKHOD	CHL	SYANCJ
51840	SAYGAON to CHALISGAON via PILKHOD	SYANCJ	CHL
51841	NILANGA to CHINCHWAD	NLG	CNWD
51842	CHALISGAON to NANDRA via PIMPALVAD	CHL	NNRJJ
51843	NANDRA to CHALISGAON via PIMPALVAD	NNRJJ	CHL
51844	CHALISGAON to TANBOLA	CHL	TNOACJ
51845	TANBOLA to CHALISGAON	TNOACJ	CHL
51846	RAJUR to LAVALI	RJR	LVLAAR
51847	LAVALI to RAJUR	LVLAAR	RJR
51848	SHEDURNI to BULDHANA	SDNI	BLD
51849	BULDHANA to SHEDURNI	BLD	SDNI
51850	AMBIT to RAJUR	ABT	RJR
51851	JAMNER to JAMBHUL	JMN	JMHLJJ
51852	JAMBHUL to JAMNER	JMHLJJ	JMN
51853	AKOLE to MEHENDURI FATA	AKLE	MHNUI
51854	MEHENDURI FATA to AKOLE	MHNUI	AKLE
51855	AKOLE to SHIVAJI NAGAR PUNE via GHARGAON	AKLE	SNGR
51856	SHIVAJI NAGAR PUNE to AKOLE via GHARGAON	SNGR	AKLE
51857	JAMNER to FATTEPUR via HIWARKHEDA	JMN	FTTPR
51858	FATTEPUR to JAMNER via HIWARKHEDA	FTTPR	JMN
51859	RAJUR to SAMARAD	RJR	SMRD
51860	SAMARAD to RAJUR	SMRD	RJR
51861	RAJUR to PACHNAI	RJR	PCNI
51862	PACHNAI to RAJUR	PCNI	RJR
51863	JAMNER to SHEVGAON	JMN	SHGN
51865	AKOLE to PACHNAI	AKLE	PCNI
51868	BUDHGAON to JAYSINGPUR	BUHONMSN	JAYUR
51874	AUSA to LATUR via SAROLA	AUSA	LTR
51875	LATUR to AUSA via SAROLA	LTR	AUSA
51876	PANDHARPUR to MAHALUNGE	PPR	MHLAAP
51877	CHALISGAON to KOLGAON via MEHUNBARE	CHL	KLANCJ
51878	KOLGAON to CHALISGAON via MEHUNBARE	KLANCJ	CHL
51883	NANDED to PANDHARPUR via SOLAPUR	NND	PPR
51884	PANDHARPUR to NANDED via SOLAPUR	PPR	NND
51885	AMBAJOGAI to DHARUR via ADAS	ABJ	DRR
51886	PALGHAR to SWARGATE, PUNE via THANE	PGR	SWR
51887	AURANGABAD to PAREL via PUNE RLY. STN.	AWBCBS	PRL
51888	JAITAPUR to RAJAPUR via DONGAR GAON	JTP	RJP
51889	RAHU HOTEL to NASIK II via MHASRUL	RHHT	NSKII
51892	BARSHI to AMBAJOGAI	BRS	ABJ
51893	WASALI VILLAGE to NASIK II	WSLINSK	NSKII
51894	NASIK II to WASALI VILLAGE	NSKII	WSLINSK
51895	NIMGAON SAVA to PANDHARPUR	NMSV	PPR
51896	PANDHARPUR to NIMGAON SAVA	PPR	NMSV
51898	NARSALEWADI to TARLA	NASL	TRL
51901	NASIK II to ARTY. CENTRE / VADNER FATA	NSKII	ATCNK
51904	LATUR to SWARGAON FATA via MURUD AKOLA	LTR	SAGFTLB
51911	AHMEDABAD to NANDURBAR	AHMBD	NBR
51912	SHRAMIK NAGAR to NASIK II via CIVIL HOSPITAL	SAIKNG	NSKII
51913	NASIK II to SHRAMIK NAGAR via CIVIL HOSPITAL	NSKII	SAIKNG
51930	KALVI to DEOGAD	KLIDOS	DGD
51932	KALAMB to AMBAJOGAI	KLM	ABJ
51933	AURANGABAD to PANDHARPUR via TULJAPUR	AWBCBS	PPR
51934	PANDHARPUR to AURANGABAD via TULJAPUR	PPR	AWBCBS
51935	SHIVAJI NAGAR to NASIK II via HPT COLLEGE	SVJINGNN	NSKII
51936	NANDURBAR to KALYAN	NBR	KLN
51937	PALGHAR to NANDURBAR	PGR	NBR
51942	SHIVAJI NAGAR to NASIK II via KAMGAR HSG. SOC.	SVJINGNN	NSKII
51943	NASIK II to SHIVAJI NAGAR via KAMGAR HSG. SOC.	NSKII	SVJINGNN
51946	SOYGAON to PANDHARPUR	SYGN	PPR
51947	PANDHARPUR to SOYGAON	PPR	SYGN
51948	NASIK II to DGP NAGAR END / FLOUR MILL	NSKII	DPNGRNSK
51949	DGP NAGAR END / FLOUR MILL to NASIK II	DPNGRNSK	NSKII
51953	BARHALI to UDGIR via DAPKA	BRALJL	UDG
51954	TAKLI to UDGIR via WALANDI	TKIDL	UDG
51959	NASIK II to BHIJIPAL MARKAT	NSKII	BIIAL
51960	TEMBAVLI to DEOGAD	TVLI	DGD
51961	SILLOD to PANDHARPUR	SLD	PPR
51962	PANDHARPUR to SILLOD	PPR	SLD
51963	CHALISGAON to PACHORA via BALAD	CHL	PCH
51967	PHANGARI LADWADI to MUMBAI CENTRAL	PAGRAR	MCT
51968	TAKLI to UDGIR via TAKLI	TKIDL	UDG
51969	NASIK II to CENTRAL JAIL	NSKII	CENTEN
51970	SHIVAJI NAGAR to NASIK II via SHRAMIK NAGAR	SVJINGNN	NSKII
51971	NASIK II to SHIVAJI NAGAR via SHRAMIK NAGAR	NSKII	SVJINGNN
51972	DARYAPUR to PANDHARPUR via AKOLA	DRY	PPR
51973	PANDHARPUR to DARYAPUR via AKOLA	PPR	DRY
51974	TAKLI to UDGIR	TKIDL	UDG
51983	NASIK II to BHAGUR via VADNER VILLAGE	NSKII	BGR
51984	PUSAD to PANDHARPUR via NANDED	PSD	PPR
51987	NASIK II to SHIVAJI CHOWK	NSKII	SVCW
51988	SHIVAJI CHOWK to NASIK II	SVCW	NSKII
51992	AMRAVATI to AMBAJOGAI	AMT	ABJ
51993	LAKHANDUR to NAGPUR	LKDR	NGPCBS
51997	SHEWARE to SHRIGAON	SEWRDGSD	SRIG
51999	NASIK II to BHAIRAVNATH MANDIR via CANAL	NSKII	BRTHMD
52003	BEED to AMBAJOGAI via KAIJ	BEED	ABJ
52007	NASIK II to BHAIRAVNATH MANDIR via NARAYAN BAPU NAGAR	NSKII	BRTHMD
52009	BHAIRAVNATH MANDIR to NASIK II via NARAYAN BAPU NAGAR	BRTHMD	NSKII
52016	DEOGAD to PATTHAR	DGD	PTHDGS
52017	PATTHAR to DEOGAD	PTHDGS	DGD
52025	PANDHARPUR to HINGOLI via PARBHANI	PPR	HNGL
52026	HINGOLI to PANDHARPUR via PARBHANI	HNGL	PPR
52027	PANDHARPUR to MUKHED via AUSA	PPR	MKD
52028	DEVMOGARA to NANDURBAR via KUKURMUNDA	DEMAGUJ	NBR
52029	MUKHED to PANDHARPUR via AUSA	MKD	PPR
52032	JAT to SANGOLA via YELVI	JAT	SNGO
52033	SANGOLA to JAT via YELVI	SNGO	JAT
52036	UMRI to TURATI	UMRI	TURATI
52042	AMBAJOGAI to VALLABH NAGAR	ABJ	VLBNGR
52051	KAMKHEDA to AMBAJOGAI via GURSULY	KMHERL	ABJ
52079	MOHARNA to WADASA	MHRNLB	WDSAWG
52080	WADASA to MOHARNA	WDSAWG	MHRNLB
52085	PANDHARPUR to TARAKPUR	PPR	TKPR
52086	TARAKPUR to PANDHARPUR	TKPR	PPR
52088	RAHURI to TARAKPUR	RHR	TKPR
52113	DEOGAD to SANGLI	DGD	SGL
52115	HYDERABAD to PARBHANI	HYBD	PBN
52117	PARBHANI to BASMAT	PBN	BSMT
52120	NAIGAON to NASIK II	NAIGAI	NSKII
52125	DHARNI to BHULORI	DRN	BHULORI
52126	SILLOD to PANDHARPUR via TULJAPUR	SLD	PPR
52127	BHULORI to DHARNI	BHULORI	DRN
52128	PANDHARPUR to SILLOD via TULJAPUR	PPR	SLD
52131	SHIRDI to YAWAL	SRDI	YWL
52134	AURANGABAD to YAWAL via VIDGAON	AWBCBS	YWL
52137	BHIVANDI to BASMAT	BVD	BSMT
52138	PIMPRI CHINCHVAD to AMBAJOGAI via ASHTI	PMCD	ABJ
52139	AMBAJOGAI to PIMPRI CHINCHVAD via ASHTI	ABJ	PMCD
52149	AURANGABAD to YAWAL via JAMNER	AWBCBS	YWL
52153	BARHALI to UDGIR via ATNOOR	BRALCL	UDG
52163	PIMPALNER to YAWAL	PMR	YWL
52165	CHOPADA to PANDHARPUR via KARMALA	CPD	PPR
52166	PANDHARPUR to CHOPADA via KARMALA	PPR	CPD
52167	VADRI to YAWAL	VDRI	YWL
52168	AMBAJOGAI to KURLA NEHRU NAGAR via PANVEL	ABJ	KNN
52169	CHALISGAON to YAWAL	CHL	YWL
52171	SAVALADBARA to JAMNER	SVAB	JMN
52172	PACHORA to PANDHARPUR via GANGAPUR	PCH	PPR
52173	PANDHARPUR to PACHORA via GANGAPUR	PPR	PCH
52175	TALODA to NANDURBAR via KUKARMUNDA	TLD	NBR
52178	PARATWADA to PANDHARPUR via DARYAPUR	PTD	PPR
52179	PANDHARPUR to PARATWADA via DARYAPUR	PPR	PTD
52180	LATUR to ANAND WADI via NALEGAON	LTR	AADRL
52182	SHEVGAON to BARAMATI	SHVG	BMT
52187	BHAGWANGAD to AMBAJOGAI	BAWAGPA	ABJ
52190	PANDHARPUR to SHEVGAON via AHMEDNAGAR	PPR	SHVG
52191	SHEVGAON to PANDHARPUR via AHMEDNAGAR	SHVG	PPR
52192	MUL to DONI	MUL	DONI
52193	DONI to MUL	DONI	MUL
52198	LATUR to AMBAJOGAI via AMBA SAKHAR KARKHANA	LTR	ABJ
52199	DHULE to NANDURBAR via KHONDAMALI	DHL	NBR
52200	AHMADPUR to AMBAJOGAI	APR	ABJ
