ROUTE_NO	ROUTE_NAME	FROM_STOP_CD	TILL_STOP_CD
19239	MIDC to BARAMATI	MIDC	BMT
19242	MALEGAON to RAVALGAON via KAWADYA MAROTI	MLG	RVLGN
19243	RAVALGAON to MALEGAON via KAWADYA MAROTI	RVLGN	MLG
19244	SILLOD to KANNAD via PISHORE	SLD	KND
19245	KANNAD to SILLOD via PISHORE	KND	SLD
19246	MALEGAON to BORKUND via SHENDURNI	MLG	BRUNDD
19247	BORKUND to MALEGAON via SHENDURNI	BRUNDD	MLG
19248	ITI to HANUMAN NAGAR	ITI	HUANNG
19249	SATANA to NAMAPUR via DODHESHWAR FATA	STNA	NMPU
19250	KANNAD to PHULAMBARI via VADGAON	KND	PLMR
19251	PHULAMBARI to KANNAD via VADGAON	PLMR	KND
19252	SUPA to BARAMATI	SPBP	BMT
19253	PATAS to NIRA	PATS	NIRA
19254	SHIRSUFAL to BARAMATI via KATFAL	SISHBP	BMT
19259	RATNAGIRI to NAVANAGAR via JAKADEVI	RTN	NVNGAR
19261	RAJDERVADI GAON to CHANDVAD	RJDEHA	CNVD
19263	KHOROACHI to WALCHANDNAGAR	KOOHIP	WLCDNR
19264	MOTHI JUI to THANE RLY. STN. via NAVGHAR GAON	MTJ	THNRLY
19266	INDAPUR to SWARGATE, PUNE via SASWAD	INDPNE	SWR
19268	INDAPUR to SWARGATE, PUNE via SIMLESS	INDPNE	SWR
19271	VINCHUR to BHARWAS FATA	VNCR	BAWSF
19274	KARANJGAON to NIFAD	KRNNN	NFD
19275	NIFAD to VINCHUR	NFD	VNCR
19279	LONAND to SATARA	LND	STR
19280	INDAPUR to BARAMATI via KAZAD	INDPNE	BMT
19281	KANNAD to PHULAMBARI via CHIKALTHANA	KND	PLMR
19282	KOLHAPUR to NASIK CBS via SWARGATE, PUNE	KLPCBS	NSKCBS
19283	PHULAMBARI to KANNAD via CHIKALTHANA	PLMR	KND
19284	NIRA to SATARA	NRIPSA	STR
19285	AGOTI to BARAMATI	AOIIPA	BMT
19286	SHIRDI to SAMBHAJINAGAR	SRDI	SBN
19288	NIMANI to SHIVAJI NAGAR via NASIK SATPUR	NMNI	SVJINGNN
19289	MORGAON to BARAMATI via MUDHALE	MRGN	BMT
19290	MAJALGAON to BARAMATI	MJL	BMT
19291	KANNAD to DIGAON	KND	DIGAON
19292	DIGAON to KANNAD	DIGAON	KND
19293	PUSAD to AMRAVATI	PSD	AMT
19294	SHIRSUFAL to BARAMATI via UDAWADI STAND	SISHBP	BMT
19295	SHIRSUFAL to BARAMATI via GOJUBAVI	SISHBP	BMT
19296	KANNAD to CHINCOLI	KND	CHNO
19297	CHINCOLI to KANNAD	CHNO	KND
19298	GONDAVALE to BARAMATI via DORLEWADI	GOND	BMT
19299	BAJRANG WADI to BARAMATI	BJABP	BMT
19300	BULDHANA to PUSAD	BLD	PSD
19301	DHULE to PUSAD	DHL	PSD
19302	NAGARSUL to YEOLA	NGRSL	YLA
19303	SHINDEWADI to BHIVANDI	SEWDWT	BVD
19304	SOUTH/OLANDA to SHALIMAR via BYTCO STOP	SUHOL	SHLMR
19307	SAIYYAD PIMPRI to VIJAY NAGAR/MORWADI via NASIK CBS	SYPM	VIJN
19312	YEOLA to LASALGAON via PATODA	YLA	LGN
19313	PANDAV LENE to AIR FORCE STN. BORGAD via NIMANI	PVLN	AFSB
19315	SATARA to BARAMATI via NIRA	STR	BMT
19316	LASALGAON to THANDISAROLA	LGN	TANDIA
19317	THANDISAROLA to LASALGAON	TANDIA	LGN
19318	BARAMATI to BORIVALI NANCY COLONY	BMT	BVINC
19322	YEOLA to ADSUREGAON	YLA	ADSRGN
19323	FULUMARI to PUSAD	FLMAPY	PSD
19324	KANNAD to WADALI	KND	WDLI
19325	WADALI to KANNAD	WDLI	KND
19326	NIFAD to KARANJGAON	NFD	KRNNN
19327	UTTAM NAGAR to AIR FORCE STN. BORGAD via NIMANI	UTAMNG	AFSB
19328	YEOLA to KUSURGAON	YLA	KSRGN
19329	AIR FORCE STN. BORGAD to UTTAM NAGAR via NIMANI	AFSB	UTAMNG
19330	KUSURGAON to YEOLA	KSRGN	YLA
19331	HINGOLI to PUSAD via BELORA	HNGL	PSD
19332	HINGOLI to PUSAD	HNGL	PSD
19333	ISAPUR DHARAN to PUSAD via BORGADI NALA	IAPPSYV	PSD
19336	REDGAON to NASIK CBS	RDGN	NSKCBS
19337	ARTY. CENTRE / VADNER FATA to AIR FORCE STN. BORGAD	ATCNK	AFSB
19339	NASIK ROAD to NASIK II	NSKRD	NSKII
19340	NIMANI to NASIK II via HIRAWADI FATA	NMNI	NSKII
19341	NASIK II to NIMANI via HIRAWADI FATA	NSKII	NMNI
19342	KANNAD to ADGAON	KND	ADGNK
19343	ADGAON to KANNAD	ADGNK	KND
19344	KANNAD to GANESHPUR	KND	GNSHPR
19345	GANESHPUR to KANNAD	GNSHPR	KND
19346	ADSUREGAON to YEOLA	ADSRGN	YLA
19348	NAGPUR to SAONER via ZUNKISAWALI	NGPCBS	SNR
19349	SAONER to NAGPUR via ZUNKISAWALI	SNR	NGPCBS
19352	JAMNIKE to PUSAD	JMIKPY	PSD
19353	JAMNAIK to PUSAD	JMAIPY	PSD
19354	JANUNA to PUSAD	JNNAPY	PSD
19355	KONDARI to PUSAD	KNARPY	PSD
19356	NASIK ROAD to PC SCHOOL	NSKRD	PCONK
19358	KUMBHARI to PUSAD	KMHAPY	PSD
19359	MAHAGAON to PUSAD via MORATH	MHGN	PSD
19360	JATRA HOTEL to NIMANI	JTRHTL	NMNI
19361	MAHUR to PUSAD via GUNJ	MHR	PSD
19363	KUJBA to NAGPUR via KHENDA	KJAKN	NGPCBS
19364	MARWADI FATA to PUSAD	MRAFTPY	PSD
19365	MOP NEW to PUSAD	MPNEPY	PSD
19366	MULAVA to PUSAD	MLVAPY	PSD
19367	NANAD to PUSAD	NNDPY	PSD
19368	OTAV GPO to KANKAVALI	OAKKS	KNK
19369	MASURE to KANKAVALI via BHARTESHWAR MANDIR	MSR	KNK
19370	KAWA to KANKAVALI	KWMVS	KNK
19371	BHERDEWADI to KANKAVALI	BERE	KNK
19372	GHOLANWADI to KANKAVALI	GHLN	KNK
19373	VAIJAPUR to NAGAMTHAN via BHAGUR	VJP	NGMTHN
19374	VAIJAPUR to NAGAMTHAN via HANUMANTGAON X RD	VJP	NGMTHN
19375	NARKARWADI to KANKAVALI via CHINCH	NARK	KNK
19376	NARKARWADI to KANKAVALI	NARK	KNK
19377	KHADK SUKENA to PIMPALGAON	KAKDNK	PGNB
19380	VAIJAPUR to SATANA	VJP	SATANA
19381	NASIK ROAD to JAKHORI VILLAGE	NSKRD	JKHVL
19382	JAKHORI VILLAGE to NASIK ROAD	JKHVL	NSKRD
19383	KHADAVALI to PHALEGAON	KHDV	PHLON
19384	PHALEGAON to KHADAVALI	PHLON	KHDV
19385	PHONDA to KANKAVALI via KARUL	PND	KNK
19387	PHONDA to KANKAVALI via WALWEWADI	PND	KNK
19389	PHONDA to KANKAVALI via KARANJE	PND	KNK
19390	PHONDA to KANKAVALI via KALITRI	PND	KNK
19391	VAIJAPUR to LASUR RLY. STN. via PALKHED X RD.	VJP	LSRRGAR
19392	LASUR RLY. STN. to VAIJAPUR via PALKHED X RD.	LSRRGAR	VJP
19393	BHIVANDI to OVALI via OVALI	BVD	OVLI
19394	VAIJAPUR to KARNAJGAON via PALKHED X RD.	VJP	KRON
19395	KARNAJGAON to VAIJAPUR via PALKHED X RD.	KRON	VJP
19396	BHIVANDI to BHIVANDI RLY. STN.	BVD	BHVY
19397	BHIVANDI RLY. STN. to BHIVANDI	BHVY	BVD
19398	OVALI to BHIVANDI via SHIVSENA OFFICE	OVLI	BVD
19399	RAJWADI to KANKAVALI	RWADIKNS	KNK
19403	KANKAVALI to RATNAGIRI	KNK	RTN
19405	VAIJAPUR to NASIK CBS	VJP	NSKCBS
19407	UMRED to BORI . via MAKARDHOKADA	UMRD	BRNN
19408	BORI . to UMRED via MAKARDHOKADA	BRNN	UMRD
19409	EKLAHARE THERMAL POWER STN. to NIMANI	ETPS	NMNI
19412	THALKARWADI to KANKAVALI	THAI	KNK
19413	SAKEDI to KANKAVALI	SEDIKNS	KNK
19416	PANDHURNA to PUSAD	PNHUPY	PSD
19417	SHENDURJANA to PUSAD	SEDUPY	PSD
19418	KAJARGHATI to KANKAVALI	KAJH	KNK
19421	SHIRVAL PHANAS to KANKAVALI	SRVALKNS	KNK
19423	SHIVAJI CHOWK to NASIK ROAD	SVCW	NSKRD
19430	OTAV to KANKAVALI	OTAV	KNK
19431	TAMBALDEG to KANKAVALI	TAB	KNK
19433	NASIK ROAD to MAHINDRA SPICERS via CIVIL HOSPITAL	NSKRD	MHIC
19434	MAHINDRA SPICERS to NASIK ROAD via CIVIL HOSPITAL	MHIC	NSKRD
19435	PARBHANI to PUSAD	PBN	PSD
19436	TARANDALE to KANKAVALI	TRADKKSD	KNK
19437	MAHUR to PUSAD via POBHARI	MHR	PSD
19438	MUMBAI CENTRAL to GANESHPURI	MCT	GNPR
19439	URSULA to KANKAVALI via KALMATH PHANASWADI	USLKKS	KNK
19440	GANESHPURI to MUMBAI CENTRAL	GNPR	MCT
19441	VAIJAPUR to WAKLA	VJP	WAKLA
19442	WAKLA to VAIJAPUR	WAKLA	VJP
19445	SHIRFULI to PUSAD	SIFUMY	PSD
19447	PANCHAK VILLAGE to NIMANI via NANDUR VILLAGE	PNVL	NMNI
19450	UMARKHED to PUSAD	UKHD	PSD
19451	HORKAD to PUSAD	HRADPY	PSD
19454	BHAGUR to SHALIMAR via JAITAVAN NAGAR	BGR	SHLMR
19455	SHALIMAR to BHAGUR via JAITAVAN NAGAR	SHLMR	BGR
19456	SOUTH/OLANDA to NIMANI via BYTCO	SUHOL	NMNI
19458	THANA to UMRED via MANDHAL	THNAKN	UMRD
19460	UMRED to NAND	UMRD	NANDQ
19461	NAND to UMRED	NANDQ	UMRD
19462	TARAKPUR to BHIVANDI	TKPR	BVD
19463	WALTUR to PUSAD	WLURMY	PSD
19464	WANOLI to PUSAD	WNLIPY	PSD
19465	PUSAD to POBHARI	PSD	PBARPY
19466	POBHARI to PUSAD	PBARPY	PSD
19469	PUSAD to FULSAWANGI	PSD	FLAWMYV
19470	FULSAWANGI to PUSAD	FLAWMYV	PSD
19471	PUSAD to KALI	PSD	KLPYV
19472	JALGAON to BARAMATI via MORE VASTI	JLGBMT	BMT
19473	NIFAD to LASALGAON	NFD	LGN
19474	KURWALI FATA to BARAMATI	KUWF	BMT
19475	SUPA to BARAMATI via RANMALA	SPBP	BMT
19476	PHALTAN to VADGAON	PHL	VDAN
19477	LATE to BARAMATI	LATE	BMT
19480	MURTI to BARAMATI	MRTI	BMT
19481	NAGPUR to PUSAD	NGPCBS	PSD
19482	PUSAD to NAGPUR	PSD	NGPCBS
19483	PUSAD to RUI	PSD	RIPY
19484	MORSHI to ASTHI	MRS	ASTHI
19485	ASTHI to MORSHI	ASTHI	MRS
19486	RUI to PUSAD	RIPY	PSD
19487	AMBI to BARAMATI	ABBMTP	BMT
19489	SHIRSUFAL to BARAMATI via PANMALA	SISHBP	BMT
19492	BHAYANDER to BHIVANDI via PURNA	BYDR	BVD
19494	MORSHI to LONI	MRS	LONIWA
19495	LONI to MORSHI	LONIWA	MRS
19496	LASALGAON to KHOBALA	LGN	KHBLA
19497	NAGPUR to DEGMA PINJARI via DEGMA	NGPCBS	DGMPNJ
19498	DEGMA PINJARI to NAGPUR via DEGMA	DGMPNJ	NGPCBS
19499	UMRED to MANDHAL via BAMNI	UMRD	MNHAUN
19500	MANDHAL to UMRED via BAMNI	MNHAUN	UMRD
19501	KHOBALA to LASALGAON	KHBLA	LGN
19502	PUSAD to WASHIM	PSD	WSM
19503	WASHIM to PUSAD	WSM	PSD
19505	SILLOD to SOYGAON via FARJAPUR	SLD	SYGN
19507	SHRIRAMPUR to YEOLA	SMPR	YLA
19508	ASGANI CHAVAN DUKAN to KANKAVALI	AGAIMVSD	KNK
19511	GADHI TAMHANE to TARLA	GDIDGS	TRL
19514	KALAWAL to KANKAVALI	KLWAMLS	KNK
19515	KARANJE KHIND to KANKAVALI	KNEK	KNK
19516	MORSHI to ANTORA	MRS	ANTRA
19517	ANTORA to MORSHI	ANTRA	MRS
19520	KONDYE to KANKAVALI via KARUL	KNYKKS	KNK
19521	CHANDRAPUR to DARYAPUR	CHN	DRY
19522	KANKAVALI to KUDAL via CIVIL HOSPITAL	KNK	KDL
19523	KUMBHYACHIWADI to KANKAVALI	KUMY	KNK
19524	LASALGAON to SURGANA	LGN	SRGN
19525	SURGANA to LASALGAON	SRGN	LGN
19526	VAIJAPUR to MHASKI	VJP	MHASKI
19527	MHASKI to VAIJAPUR	MHASKI	VJP
19528	VAIJAPUR to SUREGAON	VJP	SURGN
19529	SUREGAON to VAIJAPUR	SURGN	VJP
19532	VAIJAPUR to PURANGAON	VJP	PRNGN
19533	PURANGAON to VAIJAPUR	PRNGN	VJP
19534	AURANGABAD to DHONDALGAON	AWBCBS	DHNDLGN
19535	DHONDALGAON to AURANGABAD	DHNDLGN	AWBCBS
19536	VAIJAPUR to SHIVAR	VJP	SHVR
19537	SHIVAR to VAIJAPUR	SHVR	VJP
19538	VAIJAPUR to MANEGAON	VJP	MNGAON
19539	MANEGAON to VAIJAPUR	MNGAON	VJP
19540	VAIJAPUR to MAHALGAON	VJP	MHLAGAR
19541	MAHALGAON to VAIJAPUR	MHLAGAR	VJP
19542	VAIJAPUR to DHONDALGAON	VJP	DHNDLGN
19543	DHONDALGAON to VAIJAPUR	DHNDLGN	VJP
19544	VAIJAPUR to PARSODA PALASKHEDA	VJP	PDPD
19545	PARSODA PALASKHEDA to VAIJAPUR	PDPD	VJP
19546	VAIJAPUR to CHIKATGAON	VJP	CHKG
19547	CHIKATGAON to VAIJAPUR	CHKG	VJP
19548	SHIRDI to MALEGAON	SRDI	MLG
19550	AURANGABAD to KOPARGAON	AWBCBS	KOP
19551	KOPARGAON to AURANGABAD	KOP	AWBCBS
19552	VAIJAPUR to NADI	VJP	NDVAR
19553	NADI to VAIJAPUR	NDVAR	VJP
19554	NAGPUR to RAMAKONA via SAONER	NGPCBS	RMKNA
19555	ANSING to PUSAD	ANSNG	PSD
19556	AURANGABAD to PUSAD	AWBCBS	PSD
19557	BELORA to PUSAD	BLRAPY	PSD
19558	RAMAKONA to NAGPUR via SAONER	RMKNA	NGPCBS
19559	VAIJAPUR to AVALGAON	VJP	AVALGN
19560	AVALGAON to VAIJAPUR	AVALGN	VJP
19561	VAIJAPUR to SAGAJ	VJP	SAGAJ
19562	VAIJAPUR to SANWADGAON	VJP	SNWDGN
19563	SANWADGAON to VAIJAPUR	SNWDGN	VJP
19566	VAIJAPUR to SILLOD	VJP	SLD
19567	SILLOD to VAIJAPUR	SLD	VJP
19568	SAGAJ to VAIJAPUR	SAGAJ	VJP
19569	NAGAMTHAN to VAIJAPUR via HANUMANTGAON X RD	NGMTHN	VJP
19570	DEORUKH to KURLA NEHRU NAGAR	DRK	KNN
19571	SATANA to VAIJAPUR	SATANA	VJP
19572	KANKAVALI to MALVAN via ASRONDI FATA	KNK	MLV
19573	MOUDE to KANKAVALI	MUDVHSH	KNK
19574	TALASHIL to KANKAVALI	TLSHL	KNK
19575	AURANGABAD to SHIRDI via KOPARGAON	AWBCBS	SRDI
19576	SHIRDI to AURANGABAD via KOPARGAON	SRDI	AWBCBS
19577	AURANGABAD to MALEGAON via NANDGAON	AWBCBS	MLG
19578	MALEGAON to AURANGABAD via NANDGAON	MLG	AWBCBS
19579	RALEGAON to CHANDRAPUR	RLG	CHN
19581	SINNAR to LASALGAON via BARAGAON PIMPRI	SNNR	LGN
19582	LASALGAON to SINNAR via BARAGAON PIMPRI	LGN	SNNR
19583	LASALGAON to SAPTASHRUNGI GAD via CHANDVAD	LGN	SPGD
19762	INDAPUR to PANDHARPUR	INDPNE	PPR
19764	INDAPUR to BAWADA	INDPNE	BWDIPA
19766	INDAPUR to SUGAON	INDPNE	SGOUIP
19767	INDAPUR to NIMGAON KETKI	INDPNE	NMKT
19768	INDAPUR to POUNKUL WADI	INDPNE	PUKOIP
19769	INDAPUR to ZAGADEWADI	INDPNE	ZDDI
19770	NEMGAON BANGLOW to KAOUTHLI	NMAEIP	KOTAIP
19771	INDAPUR to ZAGADE WASTI NAL	INDPNE	ZGDA
19772	WALCHANDNAGAR to NIMSAKHSAR	WLCDNR	NMAHA
19774	JUNNAR to KALDARE	JNR	KLAE
19782	SHIRUR to AHMEDNAGAR MALIWADA	SRR	ANGRMWD
19784	SHIRUR to NHAVARA	SRR	NHVRA
19785	SHIRUR to YELANANE	SRR	YLNN
19786	SHIKRAPUR to WAFGAON	SKPR	WFGN
19787	CHAKAN to SHIRUR	CKN	SRR
19788	SHIKRAPUR to KHAIRE NAGAR	SKPR	KARHSPA
19790	SHIRUR to PARGAON	SRR	PRGN
19791	SHIRUR to SONE SANGAVI	SRR	SNAG
19793	SHIRUR to KANHOOR	SRR	KNOAPA
19794	SHIRUR to KANHOOR MESAI	SRR	KNOM
19795	SHIRUR to PABAL	SRR	PBL
19796	SWARGATE, PUNE to SANGAVI	SWR	SNAABP
19797	SWARGATE, PUNE to MURUM	SWR	MRMUBP
19798	BARAMATI to CHAUFULLA	BMT	CAFBP
19799	MORSHI to DHANORA	MRS	DHNOR
19800	DHANORA to MORSHI	DHNOR	MRS
19801	MORSHI to PIMPALKHUTA	MRS	PMAMA
19802	PIMPALKHUTA to MORSHI	PMAMA	MRS
19807	UMRED to JUNONI	UMRD	JUNONI
19808	JUNONI to UMRED	JUNONI	UMRD
19812	JALGAON JAMOD to RALEGAON	JLGJ	RLG
19813	TARLA to KANKAVALI	TRL	KNK
19815	TARLA to KANKAVALI via WAGHERI	TRL	KNK
19816	VAIBHAVWADI to KANKAVALI	VBD	KNK
19817	MALEWAD to HARDI TITHA	MEWADKDS	HRIKAS
19818	GUHAGAR to AKKALKOT MANDIR	GHR	AKLAK
19819	KURLI to PHONDA	KRIKKS	PND
19820	WADKI to RALEGAON via YEOTI	WDKI	RLG
19821	KUNKAVAN GAVATHAN to KHAREPATAN	KKGV	KRPTN
19822	WANI to RALEGAON	WANI	RLG
19823	MANCHE to KHAREPATAN	MANCHE	KRPTN
19825	PRINDAVAN to KHAREPATAN	PIDKKS	KRPTN
19826	TAMBALWADI to KHAREPATAN	TABA	KRPTN
19827	GUHAGAR to KOLHAPUR	GHR	KLPCBS
19829	KONDHALI to KATOL	KNDLI	KTL
19830	SATANA to NASIK CBS	STNA	NSKCBS
19831	NAMAPUR to SATANA via DODHESHWAR FATA	NMPU	STNA
19832	TINGRI to SATANA	TNGRI	STNA
19833	DANG SAUNDANE to SATANA via VAD FATA	DNSNZ	STNA
19834	KHAREPATAN to TARLA via NADGIVE	KRPTN	TRL
19835	KHAREPATAN to TARLA via KUNKAVAN SCHOOL-1	KRPTN	TRL
19836	MAGAMWADI to VAIBHAVWADI	MGMVBS	VBD
19837	ASHTA to RALEGAON	AHARY	RLG
19839	BHOLEWADI to TARLA	BOEDGS	TRL
19840	MOHUL to PHONDA	MULKNS	PND
19841	MOUDE to PHONDA	MUDVHSH	PND
19842	NAPANE to VAIBHAVWADI	NPNVBS	VBD
19843	SHIRALE to VAIBHAVWADI	SIAVBS	VBD
19844	SHIDAWANE DUKAN to TARLA	SDAWAKNS	TRL
19845	SHIRAWALI to TARLA via GAVANE HIGH SCHOOL	SIAKKS	TRL
19846	OZARAM MAHADEVACHIWADI to TARLA	OAADGS	TRL
19847	PHONDA to TARLA via GADMATH SHALA	PND	TRL
19849	SAYABCHI WADI to BARAMATI	SYBABP	BMT
19850	PATGAON to TARLA	PTAODOS	TRL
19851	LONI BHAPKAR to BARAMATI	LNBP	BMT
19853	NAWALE DHANGARWADI to PHONDA	NWDN	PND
19854	NADVIVE to VAIBHAVWADI	NDVVS	VBD
19855	VAIBHAVWADI to PHONDA	VBD	PND
19856	TAKEWASTI to BARAMATI	TKWAMS	BMT
19857	VAIBHAVWADI to TARLA	VBD	TRL
19859	KATTA to KASAL	KTTA	KSL
19860	WAINGAWADE FATA to KASAL	WNDEFT	KSL
19862	ACHARA to KUDAL	ACRA	KDL
19863	KELUS TITHA to KUDAL via VETORE SUB STAGE	KLSVNS	KDL
19864	ANJIWADE to KUDAL	AJWKAS	KDL
19865	BAMANADEVI SCHOOL to KUDAL	BNVISC	KDL
19866	BAV to KUDAL	BAVQ	KDL
19867	BHOGAVE to KUDAL via DESAI BUNGALOW	BHGVE	KDL
19868	BHOGAVE to KUDAL	BHGVE	KDL
19869	PIM[PARE to LONAND	PMPIPS	LND
19870	DEOGAD to KUDAL via KASAL	DGD	KDL
19871	RALEGAON to NAGPUR	RLG	NGPCBS
19872	AMBARWADI to KHANDALA	AMRW	KHNDP
19873	GHADGEWADI to SHIRWAL	GAGPS	SRWL
19874	DUTOND to KUDAL	DTND	KDL
19875	MALAIWADI to KUDAL	MLAI	KDL
19877	GOTHOS DHANAGARWADA to KUDAL	GSDN	KDL
19879	SONKASWADI to BARAMATI	SOKA	BMT
19880	MALEWAD to KUDAL	MEWADKDS	KDL
19881	VIDYAPRATSTAN CHOWK to BARAMATI	VDARBP	BMT
19882	SONAWADE LINGESHWAR MANDIR to KUDAL via DATTA MANDIR	SNLGMD	KDL
19883	GADIKHEL to BARAMATI	GDKBP	BMT
19884	SONAWADE LINGESHWAR MANDIR to KUDAL via DIGAS MILL	SNLGMD	KDL
19885	GOVERI MANDIR to KUDAL	GVRIMD	KDL
19886	KALI to PUSAD	KLPYV	PSD
19887	HARDI to KUDAL	HRDI	KDL
19888	HINDEWADI to KUDAL	HNEKAS	KDL
19889	VAIJAPUR to SHIRDI via DASHRATHWADI	VJP	SRDI
19890	SHIRDI to VAIJAPUR via DASHRATHWADI	SRDI	VJP
19891	AURANGABAD to SHIRDI via DASHRATHWADI	AWBCBS	SRDI
19892	SHIRDI to AURANGABAD via DASHRATHWADI	SRDI	AWBCBS
19893	WALCHANDNAGAR to BARAMATI via JAM	WLCDNR	BMT
19897	HIRLOK to KUDAL	HRL	KDL
19899	HUMARMALA to KUDAL	HUALA	KDL
19900	HUMARMALA to KUDAL via WAGHOSEWADI	HUALA	KDL
19901	KELUS KALVI BANDER to KUDAL	KEUK	KDL
19902	KARLI to KUDAL via PAT TITHA	KRIVGS	KDL
19903	KARLI to KUDAL	KRIVGS	KDL
19908	KAWATHI GHODAKEWADI to KUDAL	KWGK	KDL
19910	KALYAN to SHRIVARDHAN via MHASALA	KLN	SDN
19911	KALVI BANDAR to KUDAL	KLIVGS	KDL
19914	KERAWADE to KUDAL	KRAAKDSD	KDL
19915	BHOR to MASAVALI	BHR	MSVLI
19916	KHAVANE to KUDAL	KHVNE	KDL
19917	KHAVANE to KUDAL via PAT TITHA	KHVNE	KDL
19918	JAGJAI to RALEGAON	JGAIRY	RLG
19919	SHEGAON to RALEGAON	SGN	RLG
19920	KILLE NIVATI to KUDAL	KILV	KDL
19921	KOCHARA SHRIRAMWADI to KUDAL	KCSR	KDL
19922	KORJAI to KUDAL	KORJAI	KDL
19923	KORJAI to KUDAL via PARULE	KORJAI	KDL
19924	KUSGAON to KUDAL via AWALEGAON TALAV	KGAONKDS	KDL
19925	KUSGAON to KUDAL	KGAONKDS	KDL
19926	PANGIREWADI to KUDAL	PNIVGS	KDL
19927	MANDKULI POST to KUDAL	MDKULKDS	KDL
19928	MASURE BAZAR to KUDAL	MSBZ	KDL
19929	NARUR MAHALAXMI MANDIR to KUDAL	NRMHMD	KDL
19930	NARUR MAHALAXMI MANDIR to KUDAL via HIRLOK	NRMHMD	KDL
19931	JALNA to SILLOD	JLN	SLD
19932	NIRUKHE TERSE SHOP to KUDAL	NIRK	KDL
19933	SHEDGEWADI to KHANDALA	SEGHPS	KHNDP
19934	NIWATI BANDAR to KUDAL via POST OFFICE	NTBN	KDL
19935	KUMBHYACHIWADI to KUDAL	KUMY	KDL
19937	PARULE to KUDAL	PARL	KDL
19938	PAT HIGH SCHOOL to KUDAL	PTHKAS	KDL
19940	RANGANA TULSULI to KUDAL via HATERI	RGTS	KDL
19941	SARAMBAL KADAMWADI to KUDAL	SAMBAKDS	KDL
19942	SHIVAPUR HIGH SCHOOL to KUDAL	SVHSC	KDL
19943	CIVIL HOSPITAL to KUDAL	CVLKDS	KDL
19945	SONAWADE LINGESHWAR MANDIR to KUDAL	SNLGMD	KDL
19946	TERSE BAMBARDE GPO. to KUDAL	TSEBKDS	KDL
19947	VETORE HIGH SCHOOL to KUDAL	VTHSC	KDL
19949	WAINGAWADE FATA to KUDAL	WNDEFT	KDL
19951	MAULI MANDIR to KUDAL	MUIKAS	KDL
19953	SHIRWAL to KHANDALA via JAVALE	SRWL	KHNDP
19954	KUDAL to MALVAN via DABACHI WADI	KDL	MLV
19955	KUDAL to MALVAN via CIVIL HOSPITAL	KDL	MLV
19957	KUDAL to MALVAN via CHOUKE	KDL	MLV
19958	WANDLI to BABHULGAON	WNLIKY	BBLGN
19961	UMRED to BHISI via GONDBORI	UMRD	BHISI
19962	BHISI to UMRED via GONDBORI	BHISI	UMRD
19963	KUDAL to VENGURLE via DABHOLI WAINGANI TITHA	KDL	VNG
19964	KUDAL to VENGURLE via MATH HIGH SCHOOL	KDL	VNG
19965	KUDAL to VENGURLE via KHANOLI RAWALNATH MANDIR	KDL	VNG
19967	AINMALA to KUDAL via NAGOBA MANDIR	AMALAKDS	KDL
19968	PARATWADA to UMARKHED	PTD	UKHD
19969	UMARKHED to PARATWADA	UKHD	PTD
19970	BELACHIWADI to KASAL	BACHIMLS	KSL
19971	BAMANADEVI to KUDAL	BDVI	KDL
19972	KANKAVALI to KUDAL via KASAL	KNK	KDL
19974	KAVTHEMAHANKAL to BHAYANDER via ATIT	KMHL	BYDR
19976	WIRWADI to KUDAL	WIWDI	KDL
19979	NETARDE to BANDA	NTRSAS	BNDA
19980	REDI KANYAL to BANDA via AROS GAWTHAN 1ST STOP	RDKN	BNDA
19981	SHIRODA to BANDA	SRD	BNDA
19982	DEOBAG to KERAWADA	DBG	KRWVGS
19984	KONSHI to SAWANTWADI	KNHSAS	SWD
19985	SHIRODA to SAWANTWADI via WADKHOL	SRD	SWD
19986	VENGURLE to SAWANTWADI via TULAS JAITIR MANDIR	VNG	SWD
19987	VENGURLE to SAWANTWADI via NABAR ROAD	VNG	SWD
19988	CHIKHALDARA to YAVATMAL	CKLD	YTL
19989	BABHULGAON to NER via MANGUL	BBLGN	NER
19990	VENGURLE to SAWANTWADI via MATH HIGH SCHOOL	VNG	SWD
19992	BABHULGAON to NER via PAHUR	BBLGN	NER
19993	WANDLI to NER via PAHUR	WNLIKY	NER
19995	VENGURLE to SAWANTWADI via PAL KHAJANADEVI MANDIR	VNG	SWD
19996	JAINPUR to DARYAPUR	JIPDA	DRY
19997	VENGURLE to SAWANTWADI via KAJARMALI	VNG	SWD
19998	VENGURLE to SAWANTWADI via GIROBA MANDIR	VNG	SWD
19999	GAWALIWADA to VENGURLE	GAWI	VNG
20000	PAL SHETKAR SHOP to VENGURLE	PLSVGS	VNG
20001	KIRANPANI to VENGURLE via REDI MAULI MANDIR	KIANI	VNG
20002	PANDHARPUR to INDAPUR	PPR	INDPNE
20003	ZAGADEWADI to INDAPUR	ZDDI	INDPNE
20004	ZAGADE WASTI NAL to INDAPUR	ZGDA	INDPNE
20006	SUGAON to INDAPUR	SGOUIP	INDPNE
20007	NIMGAON KETKI to INDAPUR	NMKT	INDPNE
20008	KARNVADI to SHIRWAL	KRVAPS	SRWL
20009	POUNKUL WADI to INDAPUR	PUKOIP	INDPNE
20010	SAKHARPA to DEVALE	SKP	DVLSRT
20011	HARICHARANGIRI to VENGURLE	HRNR	VNG
