D14608,"The last stop_time in trip D14608 is missing times."
L6951,"Timetravel detected! Arrival time is before previous departure at sequence number 35 in trip L6951"
L6951,"Timetravel detected! Arrival time is before previous departure at sequence number 41 in trip L6951"
L6951,"Timetravel detected! Arrival time is before previous departure at sequence number 42 in trip L6951"
L6951,"Timetravel detected! Arrival time is before previous departure at sequence number 61 in trip L6951"
L6952,"Timetravel detected! Arrival time is before previous departure at sequence number 53 in trip L6952"
L6952,"Timetravel detected! Arrival time is before previous departure at sequence number 63 in trip L6952"
L6952,"Timetravel detected! Arrival time is before previous departure at sequence number 66 in trip L6952"
L6956,"Duplicate stop_sequence in trip_id L6956"
L6956,"Timetravel detected! Arrival time is before previous departure at sequence number 28 in trip L6956"
L6956,"Timetravel detected! Arrival time is before previous departure at sequence number 38 in trip L6956"
L6970,"Timetravel detected! Arrival time is before previous departure at sequence number 27 in trip L6970"
L6970,"Timetravel detected! Arrival time is before previous departure at sequence number 36 in trip L6970"
L6970,"Timetravel detected! Arrival time is before previous departure at sequence number 42 in trip L6970"
L6970,"Timetravel detected! Arrival time is before previous departure at sequence number 49 in trip L6970"
L6990,"High speed travel detected in trip L6990: PHALTAN to NATEPUTE. 34857 meters in 600 seconds. (209 km/h)."
L7007,"Timetravel detected! Arrival time is before previous departure at sequence number 27 in trip L7007"
L7012,"Timetravel detected! Arrival time is before previous departure at sequence number 27 in trip L7012"
L703089,"Timetravel detected! Arrival time is before previous departure at sequence number 35 in trip L703089"
L7033,"Timetravel detected! Arrival time is before previous departure at sequence number 34 in trip L7033"
L7036,"Timetravel detected! Arrival time is before previous departure at sequence number 29 in trip L7036"
L7036,"Timetravel detected! Arrival time is before previous departure at sequence number 32 in trip L7036"
L7036,"Timetravel detected! Arrival time is before previous departure at sequence number 39 in trip L7036"
L7038,"Timetravel detected! Arrival time is before previous departure at sequence number 29 in trip L7038"
L7038,"Timetravel detected! Arrival time is before previous departure at sequence number 32 in trip L7038"
L7038,"Timetravel detected! Arrival time is before previous departure at sequence number 39 in trip L7038"
L703,"Timetravel detected! Arrival time is before previous departure at sequence number 21 in trip L703"
L7040,"Timetravel detected! Arrival time is before previous departure at sequence number 29 in trip L7040"
L7040,"Timetravel detected! Arrival time is before previous departure at sequence number 32 in trip L7040"
L7040,"Timetravel detected! Arrival time is before previous departure at sequence number 39 in trip L7040"
L7055,"Timetravel detected! Arrival time is before previous departure at sequence number 36 in trip L7055"
L7056,"The last stop_time in trip L7056 is missing times."
L7057,"Timetravel detected! Arrival time is before previous departure at sequence number 11 in trip L7057"
L7057,"Timetravel detected! Arrival time is before previous departure at sequence number 18 in trip L7057"
L7057,"Timetravel detected! Arrival time is before previous departure at sequence number 20 in trip L7057"
L7057,"Timetravel detected! Arrival time is before previous departure at sequence number 36 in trip L7057"
L7057,"Timetravel detected! Arrival time is before previous departure at sequence number 8 in trip L7057"
L7061,"Timetravel detected! Arrival time is before previous departure at sequence number 20 in trip L7061"
L7061,"Timetravel detected! Arrival time is before previous departure at sequence number 36 in trip L7061"
L7069,"Timetravel detected! Arrival time is before previous departure at sequence number 35 in trip L7069"
L7069,"Timetravel detected! Arrival time is before previous departure at sequence number 36 in trip L7069"
L7069,"Timetravel detected! Arrival time is before previous departure at sequence number 42 in trip L7069"
L7069,"Timetravel detected! Arrival time is before previous departure at sequence number 54 in trip L7069"
L7069,"Timetravel detected! Arrival time is before previous departure at sequence number 57 in trip L7069"
L7070,"Timetravel detected! Arrival time is before previous departure at sequence number 47 in trip L7070"
L7070,"Timetravel detected! Arrival time is before previous departure at sequence number 50 in trip L7070"
L7070,"Timetravel detected! Arrival time is before previous departure at sequence number 56 in trip L7070"
L7075,"Timetravel detected! Arrival time is before previous departure at sequence number 36 in trip L7075"
L7083,"Timetravel detected! Arrival time is before previous departure at sequence number 18 in trip L7083"
L7083,"Timetravel detected! Arrival time is before previous departure at sequence number 20 in trip L7083"
L7083,"Timetravel detected! Arrival time is before previous departure at sequence number 36 in trip L7083"
L7084,"Timetravel detected! Arrival time is before previous departure at sequence number 29 in trip L7084"
L7084,"Timetravel detected! Arrival time is before previous departure at sequence number 32 in trip L7084"
L7084,"Timetravel detected! Arrival time is before previous departure at sequence number 39 in trip L7084"
L7085,"Timetravel detected! Arrival time is before previous departure at sequence number 36 in trip L7085"
L7090,"Timetravel detected! Arrival time is before previous departure at sequence number 79 in trip L7090"
L7090,"Timetravel detected! Arrival time is before previous departure at sequence number 87 in trip L7090"
L7091,"Timetravel detected! Arrival time is before previous departure at sequence number 60 in trip L7091"
L7091,"Timetravel detected! Arrival time is before previous departure at sequence number 64 in trip L7091"
L7091,"Timetravel detected! Arrival time is before previous departure at sequence number 82 in trip L7091"
L7091,"Timetravel detected! Arrival time is before previous departure at sequence number 84 in trip L7091"
L7091,"Timetravel detected! Arrival time is before previous departure at sequence number 86 in trip L7091"
L7096,"High speed travel detected in trip L7096: RASHIN to KARMALA. 28498 meters in 600 seconds. (171 km/h)."
L7098,"High speed travel detected in trip L7098: RASHIN to KARMALA. 28498 meters in 900 seconds. (114 km/h)."
L7099,"High speed travel detected in trip L7099: DADAR EAST to MUMBAI CENTRAL. 5673 meters in 0 seconds."
L7104,"High speed travel detected in trip L7104: JEUR to TEMBHURNI. 114475 meters in 2580 seconds. (160 km/h)."
L7123,"Timetravel detected! Arrival time is before previous departure at sequence number 17 in trip L7123"
L7123,"Timetravel detected! Arrival time is before previous departure at sequence number 20 in trip L7123"
L7123,"Timetravel detected! Arrival time is before previous departure at sequence number 25 in trip L7123"
L7123,"Timetravel detected! Arrival time is before previous departure at sequence number 26 in trip L7123"
L7123,"Timetravel detected! Arrival time is before previous departure at sequence number 35 in trip L7123"
L7123,"Timetravel detected! Arrival time is before previous departure at sequence number 39 in trip L7123"
L7124,"Timetravel detected! Arrival time is before previous departure at sequence number 23 in trip L7124"
L7124,"Timetravel detected! Arrival time is before previous departure at sequence number 26 in trip L7124"
L7124,"Timetravel detected! Arrival time is before previous departure at sequence number 29 in trip L7124"
L7124,"Timetravel detected! Arrival time is before previous departure at sequence number 31 in trip L7124"
L7124,"Timetravel detected! Arrival time is before previous departure at sequence number 34 in trip L7124"
L7124,"Timetravel detected! Arrival time is before previous departure at sequence number 41 in trip L7124"
L7155,"Timetravel detected! Arrival time is before previous departure at sequence number 45 in trip L7155"
L7159,"Timetravel detected! Arrival time is before previous departure at sequence number 25 in trip L7159"
L7160,"The first stop_time in trip L7160 is missing times."
L7166,"Departure time before arrival time"
L7171,"High speed travel detected in trip L7171: SWARGATE, PUNE to CHINCHWAD. 12207 meters in 300 seconds. (146 km/h)."
L7172,"Timetravel detected! Arrival time is before previous departure at sequence number 48 in trip L7172"
L7172,"Timetravel detected! Arrival time is before previous departure at sequence number 51 in trip L7172"
L7172,"Timetravel detected! Arrival time is before previous departure at sequence number 53 in trip L7172"
L7172,"Timetravel detected! Arrival time is before previous departure at sequence number 57 in trip L7172"
L7172,"Timetravel detected! Arrival time is before previous departure at sequence number 61 in trip L7172"
L7183,"Timetravel detected! Arrival time is before previous departure at sequence number 53 in trip L7183"
L7183,"Timetravel detected! Arrival time is before previous departure at sequence number 54 in trip L7183"
L7183,"Timetravel detected! Arrival time is before previous departure at sequence number 61 in trip L7183"
L7183,"Timetravel detected! Arrival time is before previous departure at sequence number 67 in trip L7183"
L7183,"Timetravel detected! Arrival time is before previous departure at sequence number 68 in trip L7183"
L7183,"Timetravel detected! Arrival time is before previous departure at sequence number 73 in trip L7183"
L7183,"Timetravel detected! Arrival time is before previous departure at sequence number 74 in trip L7183"
L7183,"Timetravel detected! Arrival time is before previous departure at sequence number 75 in trip L7183"
L7183,"Timetravel detected! Arrival time is before previous departure at sequence number 77 in trip L7183"
L7183,"Timetravel detected! Arrival time is before previous departure at sequence number 78 in trip L7183"
L7184,"Timetravel detected! Arrival time is before previous departure at sequence number 27 in trip L7184"
L7184,"Timetravel detected! Arrival time is before previous departure at sequence number 28 in trip L7184"
L7184,"Timetravel detected! Arrival time is before previous departure at sequence number 31 in trip L7184"
L7184,"Timetravel detected! Arrival time is before previous departure at sequence number 49 in trip L7184"
L7184,"Timetravel detected! Arrival time is before previous departure at sequence number 51 in trip L7184"
L7184,"Timetravel detected! Arrival time is before previous departure at sequence number 53 in trip L7184"
L7189,"Timetravel detected! Arrival time is before previous departure at sequence number 24 in trip L7189"
L7189,"Timetravel detected! Arrival time is before previous departure at sequence number 31 in trip L7189"
L7189,"Timetravel detected! Arrival time is before previous departure at sequence number 32 in trip L7189"
L7189,"Timetravel detected! Arrival time is before previous departure at sequence number 39 in trip L7189"
L7189,"Timetravel detected! Arrival time is before previous departure at sequence number 55 in trip L7189"
L7192,"Timetravel detected! Arrival time is before previous departure at sequence number 78 in trip L7192"
L7192,"Timetravel detected! Arrival time is before previous departure at sequence number 82 in trip L7192"
L7192,"Timetravel detected! Arrival time is before previous departure at sequence number 88 in trip L7192"
L7192,"Timetravel detected! Arrival time is before previous departure at sequence number 96 in trip L7192"
L7216,"Timetravel detected! Arrival time is before previous departure at sequence number 33 in trip L7216"
L7223,"High speed travel detected in trip L7223: JEUR to TEMBHURNI. 114475 meters in 2580 seconds. (160 km/h)."
L7223,"Timetravel detected! Arrival time is before previous departure at sequence number 48 in trip L7223"
L7417,"Timetravel detected! Arrival time is before previous departure at sequence number 19 in trip L7417"
L7417,"Timetravel detected! Arrival time is before previous departure at sequence number 21 in trip L7417"
L7417,"Timetravel detected! Arrival time is before previous departure at sequence number 9 in trip L7417"
L7418,"Timetravel detected! Arrival time is before previous departure at sequence number 17 in trip L7418"
L7418,"Timetravel detected! Arrival time is before previous departure at sequence number 21 in trip L7418"
L7418,"Timetravel detected! Arrival time is before previous departure at sequence number 22 in trip L7418"
L7418,"Timetravel detected! Arrival time is before previous departure at sequence number 23 in trip L7418"
L7418,"Timetravel detected! Arrival time is before previous departure at sequence number 24 in trip L7418"
L7419,"Timetravel detected! Arrival time is before previous departure at sequence number 18 in trip L7419"
L7419,"Timetravel detected! Arrival time is before previous departure at sequence number 28 in trip L7419"
L7419,"Timetravel detected! Arrival time is before previous departure at sequence number 29 in trip L7419"
L7419,"Timetravel detected! Arrival time is before previous departure at sequence number 30 in trip L7419"
L7420,"Timetravel detected! Arrival time is before previous departure at sequence number 24 in trip L7420"
L7420,"Timetravel detected! Arrival time is before previous departure at sequence number 26 in trip L7420"
L7420,"Timetravel detected! Arrival time is before previous departure at sequence number 30 in trip L7420"
L7420,"Timetravel detected! Arrival time is before previous departure at sequence number 32 in trip L7420"
L7420,"Timetravel detected! Arrival time is before previous departure at sequence number 33 in trip L7420"
L7424,"High speed travel detected in trip L7424: AHMEDNAGAR MALIWADA to KADA. 41429 meters in 1200 seconds. (124 km/h)."
L7425,"Timetravel detected! Arrival time is before previous departure at sequence number 25 in trip L7425"
L7425,"Timetravel detected! Arrival time is before previous departure at sequence number 29 in trip L7425"
L7425,"Timetravel detected! Arrival time is before previous departure at sequence number 31 in trip L7425"
L7426,"Timetravel detected! Arrival time is before previous departure at sequence number 15 in trip L7426"
L7426,"Timetravel detected! Arrival time is before previous departure at sequence number 16 in trip L7426"
L7426,"Timetravel detected! Arrival time is before previous departure at sequence number 17 in trip L7426"
L7426,"Timetravel detected! Arrival time is before previous departure at sequence number 18 in trip L7426"
L7426,"Timetravel detected! Arrival time is before previous departure at sequence number 19 in trip L7426"
L7426,"Timetravel detected! Arrival time is before previous departure at sequence number 32 in trip L7426"
L7427,"Timetravel detected! Arrival time is before previous departure at sequence number 28 in trip L7427"
L7427,"Timetravel detected! Arrival time is before previous departure at sequence number 29 in trip L7427"
L7427,"Timetravel detected! Arrival time is before previous departure at sequence number 30 in trip L7427"
L7428,"Timetravel detected! Arrival time is before previous departure at sequence number 17 in trip L7428"
L7428,"Timetravel detected! Arrival time is before previous departure at sequence number 30 in trip L7428"
L7431,"Timetravel detected! Arrival time is before previous departure at sequence number 15 in trip L7431"
L7431,"Timetravel detected! Arrival time is before previous departure at sequence number 19 in trip L7431"
L7431,"Timetravel detected! Arrival time is before previous departure at sequence number 20 in trip L7431"
L7431,"Timetravel detected! Arrival time is before previous departure at sequence number 27 in trip L7431"
L7431,"Timetravel detected! Arrival time is before previous departure at sequence number 28 in trip L7431"
L7432,"Timetravel detected! Arrival time is before previous departure at sequence number 21 in trip L7432"
L7432,"Timetravel detected! Arrival time is before previous departure at sequence number 24 in trip L7432"
L7432,"Timetravel detected! Arrival time is before previous departure at sequence number 26 in trip L7432"
L7432,"Timetravel detected! Arrival time is before previous departure at sequence number 36 in trip L7432"
L7433,"Timetravel detected! Arrival time is before previous departure at sequence number 24 in trip L7433"
L7433,"Timetravel detected! Arrival time is before previous departure at sequence number 30 in trip L7433"
L7435,"High speed travel detected in trip L7435: THANE CBS to KURLA NEHRU NAGAR. 18544 meters in 600 seconds. (111 km/h)."
L7437,"High speed travel detected in trip L7437: THANE CBS to KURLA NEHRU NAGAR. 18544 meters in 600 seconds. (111 km/h)."
L7439,"High speed travel detected in trip L7439: THANE CBS to KURLA NEHRU NAGAR. 18544 meters in 600 seconds. (111 km/h)."
L7441,"Timetravel detected! Arrival time is before previous departure at sequence number 17 in trip L7441"
L7441,"Timetravel detected! Arrival time is before previous departure at sequence number 21 in trip L7441"
L7441,"Timetravel detected! Arrival time is before previous departure at sequence number 22 in trip L7441"
L7442,"Timetravel detected! Arrival time is before previous departure at sequence number 16 in trip L7442"
L7442,"Timetravel detected! Arrival time is before previous departure at sequence number 21 in trip L7442"
L7445,"Timetravel detected! Arrival time is before previous departure at sequence number 45 in trip L7445"
L7445,"Timetravel detected! Arrival time is before previous departure at sequence number 46 in trip L7445"
L7445,"Timetravel detected! Arrival time is before previous departure at sequence number 47 in trip L7445"
L7448,"Timetravel detected! Arrival time is before previous departure at sequence number 15 in trip L7448"
L7448,"Timetravel detected! Arrival time is before previous departure at sequence number 25 in trip L7448"
L7456,"Timetravel detected! Arrival time is before previous departure at sequence number 24 in trip L7456"
L7460,"Timetravel detected! Arrival time is before previous departure at sequence number 4 in trip L7460"
L7469,"Timetravel detected! Arrival time is before previous departure at sequence number 19 in trip L7469"
L7469,"Timetravel detected! Arrival time is before previous departure at sequence number 20 in trip L7469"
L7470,"Timetravel detected! Arrival time is before previous departure at sequence number 19 in trip L7470"
L7470,"Timetravel detected! Arrival time is before previous departure at sequence number 25 in trip L7470"
L7470,"Timetravel detected! Arrival time is before previous departure at sequence number 8 in trip L7470"
L7533,"Timetravel detected! Arrival time is before previous departure at sequence number 17 in trip L7533"
L7533,"Timetravel detected! Arrival time is before previous departure at sequence number 21 in trip L7533"
L7533,"Timetravel detected! Arrival time is before previous departure at sequence number 23 in trip L7533"
L7533,"Timetravel detected! Arrival time is before previous departure at sequence number 24 in trip L7533"
L75465,"Timetravel detected! Arrival time is before previous departure at sequence number 40 in trip L75465"
L75629,"Timetravel detected! Arrival time is before previous departure at sequence number 26 in trip L75629"
L75629,"Timetravel detected! Arrival time is before previous departure at sequence number 30 in trip L75629"
L75629,"Timetravel detected! Arrival time is before previous departure at sequence number 32 in trip L75629"
L75629,"Timetravel detected! Arrival time is before previous departure at sequence number 40 in trip L75629"
L75629,"Timetravel detected! Arrival time is before previous departure at sequence number 42 in trip L75629"
L75630,"Timetravel detected! Arrival time is before previous departure at sequence number 28 in trip L75630"
L75630,"Timetravel detected! Arrival time is before previous departure at sequence number 40 in trip L75630"
L75630,"Timetravel detected! Arrival time is before previous departure at sequence number 41 in trip L75630"
L75630,"Timetravel detected! Arrival time is before previous departure at sequence number 42 in trip L75630"
L7677,"Departure time before arrival time"
L7743,"Timetravel detected! Arrival time is before previous departure at sequence number 38 in trip L7743"
L7744,"High speed travel detected in trip L7744: AHMEDNAGAR MALIWADA to SHIVAJI NAGAR PUNE. 111904 meters in 3300 seconds. (122 km/h)."
L77729,"High speed travel detected in trip L77729: NASIK CBS to MAHAMARG. 5322 meters in 0 seconds."
L77729,"Timetravel detected! Arrival time is before previous departure at sequence number 23 in trip L77729"
L77729,"Timetravel detected! Arrival time is before previous departure at sequence number 27 in trip L77729"
L77729,"Timetravel detected! Arrival time is before previous departure at sequence number 30 in trip L77729"
L77729,"Timetravel detected! Arrival time is before previous departure at sequence number 31 in trip L77729"
L77729,"Timetravel detected! Arrival time is before previous departure at sequence number 33 in trip L77729"
L77729,"Timetravel detected! Arrival time is before previous departure at sequence number 34 in trip L77729"
L77730,"Timetravel detected! Arrival time is before previous departure at sequence number 17 in trip L77730"
L77730,"Timetravel detected! Arrival time is before previous departure at sequence number 19 in trip L77730"
L77730,"Timetravel detected! Arrival time is before previous departure at sequence number 24 in trip L77730"
L77730,"Timetravel detected! Arrival time is before previous departure at sequence number 27 in trip L77730"
L77730,"Timetravel detected! Arrival time is before previous departure at sequence number 28 in trip L77730"
L77730,"Timetravel detected! Arrival time is before previous departure at sequence number 31 in trip L77730"
L77759,"Timetravel detected! Arrival time is before previous departure at sequence number 20 in trip L77759"
L77759,"Timetravel detected! Arrival time is before previous departure at sequence number 23 in trip L77759"
L77759,"Timetravel detected! Arrival time is before previous departure at sequence number 31 in trip L77759"
L77759,"Timetravel detected! Arrival time is before previous departure at sequence number 35 in trip L77759"
L77774,"High speed travel detected in trip L77774: NASIK CBS to MAHAMARG. 5322 meters in 0 seconds."
L7804,"Timetravel detected! Arrival time is before previous departure at sequence number 26 in trip L7804"
L7804,"Timetravel detected! Arrival time is before previous departure at sequence number 28 in trip L7804"
L7804,"Timetravel detected! Arrival time is before previous departure at sequence number 48 in trip L7804"
L7805,"Timetravel detected! Arrival time is before previous departure at sequence number 22 in trip L7805"
L7805,"Timetravel detected! Arrival time is before previous departure at sequence number 27 in trip L7805"
L7805,"Timetravel detected! Arrival time is before previous departure at sequence number 30 in trip L7805"
L7806,"Timetravel detected! Arrival time is before previous departure at sequence number 15 in trip L7806"
L7806,"Timetravel detected! Arrival time is before previous departure at sequence number 17 in trip L7806"
L7806,"Timetravel detected! Arrival time is before previous departure at sequence number 19 in trip L7806"
L7806,"Timetravel detected! Arrival time is before previous departure at sequence number 30 in trip L7806"
L7867,"High speed travel detected in trip L7867: ASHTI to JAMKHED. 15845 meters in 540 seconds. (106 km/h)."
L7867,"High speed travel detected in trip L7867: KADA to ASHTI. 14907 meters in 300 seconds. (179 km/h)."
L7880,"High speed travel detected in trip L7880: LONI to SANGAMNER. 27403 meters in 900 seconds. (110 km/h)."
L7880,"Timetravel detected! Arrival time is before previous departure at sequence number 22 in trip L7880"
L7880,"Timetravel detected! Arrival time is before previous departure at sequence number 23 in trip L7880"
L7880,"Timetravel detected! Arrival time is before previous departure at sequence number 25 in trip L7880"
L7880,"Timetravel detected! Arrival time is before previous departure at sequence number 27 in trip L7880"
L7880,"Timetravel detected! Arrival time is before previous departure at sequence number 28 in trip L7880"
L7892,"High speed travel detected in trip L7892: KURLA NEHRU NAGAR to THANE CBS. 18544 meters in 0 seconds."
L7892,"Timetravel detected! Arrival time is before previous departure at sequence number 20 in trip L7892"
L7892,"Timetravel detected! Arrival time is before previous departure at sequence number 23 in trip L7892"
L7892,"Timetravel detected! Arrival time is before previous departure at sequence number 25 in trip L7892"
L7892,"Timetravel detected! Arrival time is before previous departure at sequence number 29 in trip L7892"
L7971,"Timetravel detected! Arrival time is before previous departure at sequence number 124 in trip L7971"
L7971,"Timetravel detected! Arrival time is before previous departure at sequence number 158 in trip L7971"
L7971,"Timetravel detected! Arrival time is before previous departure at sequence number 172 in trip L7971"
L7971,"Timetravel detected! Arrival time is before previous departure at sequence number 183 in trip L7971"
L7971,"Timetravel detected! Arrival time is before previous departure at sequence number 188 in trip L7971"
L7971,"Timetravel detected! Arrival time is before previous departure at sequence number 192 in trip L7971"
L7971,"Timetravel detected! Arrival time is before previous departure at sequence number 70 in trip L7971"
L7972,"Timetravel detected! Arrival time is before previous departure at sequence number 123 in trip L7972"
L7972,"Timetravel detected! Arrival time is before previous departure at sequence number 163 in trip L7972"
L7972,"Timetravel detected! Arrival time is before previous departure at sequence number 176 in trip L7972"
L7972,"Timetravel detected! Arrival time is before previous departure at sequence number 182 in trip L7972"
L7972,"Timetravel detected! Arrival time is before previous departure at sequence number 192 in trip L7972"
L7972,"Timetravel detected! Arrival time is before previous departure at sequence number 21 in trip L7972"
L7972,"Timetravel detected! Arrival time is before previous departure at sequence number 9 in trip L7972"
L7973,"Timetravel detected! Arrival time is before previous departure at sequence number 22 in trip L7973"
L7973,"Timetravel detected! Arrival time is before previous departure at sequence number 27 in trip L7973"
L7973,"Timetravel detected! Arrival time is before previous departure at sequence number 28 in trip L7973"
L7973,"Timetravel detected! Arrival time is before previous departure at sequence number 35 in trip L7973"
L7974,"Timetravel detected! Arrival time is before previous departure at sequence number 14 in trip L7974"
L7974,"Timetravel detected! Arrival time is before previous departure at sequence number 23 in trip L7974"
L7974,"Timetravel detected! Arrival time is before previous departure at sequence number 33 in trip L7974"
L7974,"Timetravel detected! Arrival time is before previous departure at sequence number 35 in trip L7974"
L7975,"Timetravel detected! Arrival time is before previous departure at sequence number 182 in trip L7975"
L7975,"Timetravel detected! Arrival time is before previous departure at sequence number 196 in trip L7975"
L7975,"Timetravel detected! Arrival time is before previous departure at sequence number 211 in trip L7975"
L7975,"Timetravel detected! Arrival time is before previous departure at sequence number 214 in trip L7975"
L7976,"Timetravel detected! Arrival time is before previous departure at sequence number 174 in trip L7976"
L7976,"Timetravel detected! Arrival time is before previous departure at sequence number 180 in trip L7976"
L7976,"Timetravel detected! Arrival time is before previous departure at sequence number 190 in trip L7976"
L7976,"Timetravel detected! Arrival time is before previous departure at sequence number 198 in trip L7976"
L7976,"Timetravel detected! Arrival time is before previous departure at sequence number 214 in trip L7976"
L7983,"Timetravel detected! Arrival time is before previous departure at sequence number 149 in trip L7983"
L7987,"Timetravel detected! Arrival time is before previous departure at sequence number 148 in trip L7987"
L7987,"Timetravel detected! Arrival time is before previous departure at sequence number 182 in trip L7987"
L7987,"Timetravel detected! Arrival time is before previous departure at sequence number 183 in trip L7987"
L7987,"Timetravel detected! Arrival time is before previous departure at sequence number 93 in trip L7987"
L7988,"High speed travel detected in trip L7988: BHIVANDI to SHAHAPUR. 32591 meters in 300 seconds. (391 km/h)."
L7988,"Timetravel detected! Arrival time is before previous departure at sequence number 145 in trip L7988"
L7988,"Timetravel detected! Arrival time is before previous departure at sequence number 162 in trip L7988"
L7988,"Timetravel detected! Arrival time is before previous departure at sequence number 176 in trip L7988"
L7988,"Timetravel detected! Arrival time is before previous departure at sequence number 183 in trip L7988"
L8007,"Timetravel detected! Arrival time is before previous departure at sequence number 39 in trip L8007"
L8007,"Timetravel detected! Arrival time is before previous departure at sequence number 41 in trip L8007"
L8007,"Timetravel detected! Arrival time is before previous departure at sequence number 42 in trip L8007"
L8008,"Timetravel detected! Arrival time is before previous departure at sequence number 21 in trip L8008"
L8008,"Timetravel detected! Arrival time is before previous departure at sequence number 24 in trip L8008"
L8008,"Timetravel detected! Arrival time is before previous departure at sequence number 26 in trip L8008"
L8008,"Timetravel detected! Arrival time is before previous departure at sequence number 29 in trip L8008"
L8008,"Timetravel detected! Arrival time is before previous departure at sequence number 31 in trip L8008"
L8008,"Timetravel detected! Arrival time is before previous departure at sequence number 40 in trip L8008"
L8009,"Timetravel detected! Arrival time is before previous departure at sequence number 117 in trip L8009"
L8009,"Timetravel detected! Arrival time is before previous departure at sequence number 151 in trip L8009"
L8009,"Timetravel detected! Arrival time is before previous departure at sequence number 168 in trip L8009"
L8009,"Timetravel detected! Arrival time is before previous departure at sequence number 182 in trip L8009"
L8010,"Timetravel detected! Arrival time is before previous departure at sequence number 103 in trip L8010"
L8010,"Timetravel detected! Arrival time is before previous departure at sequence number 118 in trip L8010"
L8010,"Timetravel detected! Arrival time is before previous departure at sequence number 128 in trip L8010"
L8010,"Timetravel detected! Arrival time is before previous departure at sequence number 143 in trip L8010"
L8010,"Timetravel detected! Arrival time is before previous departure at sequence number 159 in trip L8010"
L8010,"Timetravel detected! Arrival time is before previous departure at sequence number 175 in trip L8010"
L8010,"Timetravel detected! Arrival time is before previous departure at sequence number 183 in trip L8010"
L8010,"Timetravel detected! Arrival time is before previous departure at sequence number 66 in trip L8010"
L8015,"Timetravel detected! Arrival time is before previous departure at sequence number 17 in trip L8015"
L8015,"Timetravel detected! Arrival time is before previous departure at sequence number 18 in trip L8015"
L8015,"Timetravel detected! Arrival time is before previous departure at sequence number 19 in trip L8015"
L8015,"Timetravel detected! Arrival time is before previous departure at sequence number 21 in trip L8015"
L8015,"Timetravel detected! Arrival time is before previous departure at sequence number 27 in trip L8015"
L8016,"Timetravel detected! Arrival time is before previous departure at sequence number 11 in trip L8016"
L8016,"Timetravel detected! Arrival time is before previous departure at sequence number 19 in trip L8016"
L8016,"Timetravel detected! Arrival time is before previous departure at sequence number 20 in trip L8016"
L8016,"Timetravel detected! Arrival time is before previous departure at sequence number 21 in trip L8016"
L8016,"Timetravel detected! Arrival time is before previous departure at sequence number 22 in trip L8016"
L8016,"Timetravel detected! Arrival time is before previous departure at sequence number 23 in trip L8016"
L8016,"Timetravel detected! Arrival time is before previous departure at sequence number 27 in trip L8016"
L8016,"Timetravel detected! Arrival time is before previous departure at sequence number 9 in trip L8016"
L8017,"Timetravel detected! Arrival time is before previous departure at sequence number 17 in trip L8017"
L8017,"Timetravel detected! Arrival time is before previous departure at sequence number 18 in trip L8017"
L8017,"Timetravel detected! Arrival time is before previous departure at sequence number 19 in trip L8017"
L8017,"Timetravel detected! Arrival time is before previous departure at sequence number 21 in trip L8017"
L8017,"Timetravel detected! Arrival time is before previous departure at sequence number 27 in trip L8017"
L8017,"Timetravel detected! Arrival time is before previous departure at sequence number 7 in trip L8017"
L8017,"Timetravel detected! Arrival time is before previous departure at sequence number 8 in trip L8017"
L8017,"Timetravel detected! Arrival time is before previous departure at sequence number 9 in trip L8017"
L8019,"Timetravel detected! Arrival time is before previous departure at sequence number 126 in trip L8019"
L8019,"Timetravel detected! Arrival time is before previous departure at sequence number 65 in trip L8019"
L8019,"Timetravel detected! Arrival time is before previous departure at sequence number 67 in trip L8019"
L8019,"Timetravel detected! Arrival time is before previous departure at sequence number 94 in trip L8019"
L8020,"Timetravel detected! Arrival time is before previous departure at sequence number 104 in trip L8020"
L8020,"Timetravel detected! Arrival time is before previous departure at sequence number 118 in trip L8020"
L8020,"Timetravel detected! Arrival time is before previous departure at sequence number 124 in trip L8020"
L8024,"Timetravel detected! Arrival time is before previous departure at sequence number 53 in trip L8024"
L8031,"Timetravel detected! Arrival time is before previous departure at sequence number 103 in trip L8031"
L8031,"Timetravel detected! Arrival time is before previous departure at sequence number 130 in trip L8031"
L8031,"Timetravel detected! Arrival time is before previous departure at sequence number 133 in trip L8031"
L8031,"Timetravel detected! Arrival time is before previous departure at sequence number 88 in trip L8031"
L8032,"Timetravel detected! Arrival time is before previous departure at sequence number 115 in trip L8032"
L8032,"Timetravel detected! Arrival time is before previous departure at sequence number 138 in trip L8032"
L8032,"Timetravel detected! Arrival time is before previous departure at sequence number 34 in trip L8032"
L8032,"Timetravel detected! Arrival time is before previous departure at sequence number 51 in trip L8032"
L8032,"Timetravel detected! Arrival time is before previous departure at sequence number 62 in trip L8032"
L8032,"Timetravel detected! Arrival time is before previous departure at sequence number 70 in trip L8032"
L8032,"Timetravel detected! Arrival time is before previous departure at sequence number 82 in trip L8032"
L8032,"Timetravel detected! Arrival time is before previous departure at sequence number 98 in trip L8032"
L8034,"Departure time before arrival time"
L8034,"Timetravel detected! Arrival time is before previous departure at sequence number 115 in trip L8034"
L8034,"Timetravel detected! Arrival time is before previous departure at sequence number 51 in trip L8034"
L8034,"Timetravel detected! Arrival time is before previous departure at sequence number 62 in trip L8034"
