trip_id,arrival_time,departure_time,stop_id,stop_sequence
253,19:30:00,19:30:00,1701,1
253,19:35:00,19:35:00,1702,2
254,13:30:00,13:30:00,1701,1
254,13:35:00,13:35:00,1702,2
255,12:10:00,12:10:00,1701,1
255,12:15:00,12:15:00,1702,2
256,10:15:00,10:15:00,1701,1
256,10:20:00,10:20:00,1702,2
257,09:10:00,09:10:00,1701,1
257,09:15:00,09:15:00,1702,2
258,07:45:00,07:45:00,1701,1
258,07:50:00,07:50:00,1702,2
259,05:50:00,05:50:00,1701,1
259,05:55:00,05:55:00,1702,2
260,06:15:00,06:15:00,1701,1
260,06:20:00,06:20:00,1702,2
261,07:05:00,07:05:00,1701,1
261,07:10:00,07:10:00,1702,2
142,05:45:00,05:45:00,1466,1
142,05:50:00,05:50:00,1703,2
143,06:00:00,06:00:00,1703,1
143,06:05:00,06:05:00,1466,2
